Idade,Formação,Tempo_Escola,Tempo_profissão,Hrs_semanais,Supervisiona,Licença_2semanas,Licença_ano,MPS,IPPS,IOPS,ISP,CAFC,VSP,ARE,DED,ARS,AED,Engagement,Exaustao,Cinismo,SCV,Saude,TAMesc
32.0,2.0,1.0,8.0,40.0,2.0,1.0,2.0,6.83,5.67,5.0,5.83,7.0,5.0,4.0,3.0,2.8,3.8,4.56,3.8,0.2,5.2,3.25,1.43
19.0,1.0,1.0,6.915000000000001,20.0,1.0,1.0,1.0,6.42,6.0,7.0,6.0,3.5,6.67,4.2,3.4,4.4,3.8,5.22,1.0,0.0,5.2,5.0,1.43
55.0,2.0,27.0,32.0,20.0,1.0,1.0,2.0,7.0,7.0,5.67,7.0,7.0,7.0,4.2,5.0,4.8,5.0,6.0,0.0,0.0,7.0,5.0,1.43
39.0,2.0,7.0,18.0,20.0,1.0,1.0,1.0,6.08,5.67,6.0,5.17,5.5,6.0,3.6,3.0,3.2,2.6,4.78,3.4,0.8,5.8,2.75,1.43
47.0,2.0,6.0,14.0,30.0,1.0,1.0,1.0,6.92,6.67,6.0,5.83,7.0,5.0,3.8,2.6,2.8,3.2,5.67,0.8,1.0,4.6,1.75,1.43
47.0,2.0,5.0,18.0,20.0,1.0,2.0,2.0,6.5,6.67,6.33,6.67,6.0,6.0,3.4,1.6,2.2,2.8,4.67,2.6,0.0,5.4,2.5,1.43
47.0,1.0,17.0,28.0,40.0,1.0,1.0,1.0,7.0,6.67,6.0,7.0,7.0,6.0,4.8,2.8,4.2,4.6,5.0,5.8,1.2,4.6,2.0,1.43
65.0,1.0,40.0,32.4,20.0,1.0,1.0,1.0,6.75,7.0,7.0,6.5,6.0,6.0,4.6,3.0,3.8,3.6,5.78,1.6,0.0,6.8,4.25,1.43
41.0,1.0,18.0,21.0,18.0,1.0,1.0,1.0,6.92,6.67,6.67,6.5,5.5,6.67,4.2,4.0,2.4,2.6,6.0,0.8,0.0,6.8,4.0,1.43
54.0,1.0,14.0,15.0,60.0,1.0,1.0,1.0,6.42,5.67,4.33,6.17,6.0,4.67,4.4,3.0,2.0,3.6,6.0,2.6,0.6,5.8,3.0,1.43
35.0,2.0,2.0,10.0,20.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,4.4,3.8,3.2,2.8,5.78,0.2,0.0,5.8,4.0,1.43
41.0,1.0,1.0,8.0,16.0,1.0,1.0,2.0,6.5,5.0,5.0,5.67,6.5,5.0,4.4,3.4,3.0,2.6,5.89,1.4,0.6,4.6,4.5,1.43
48.0,1.0,6.0,19.0,20.0,1.0,1.0,2.0,6.5,6.0,6.0,5.83,6.0,6.0,4.0,3.0,3.8,3.8,5.33,1.6,0.0,5.6,3.0,1.43
40.0,2.0,6.0,14.0,20.0,1.0,1.0,1.0,7.0,7.0,7.0,6.5,6.5,6.33,4.2,3.4,3.8,3.8,5.44,3.6,0.2,4.8,2.75,1.43
44.0,1.0,19.0,22.0,25.8,1.0,1.0,2.0,7.0,6.0,4.67,6.0,5.5,6.0,5.0,4.2,2.4,3.2,6.0,0.6,0.0,6.2,4.25,1.43
39.0,1.0,8.0,16.0,20.0,1.0,1.0,1.0,1.75,2.67,3.67,3.83,6.0,5.0,5.0,1.8,3.6,4.2,5.67,1.0,0.0,4.2,3.25,1.43
49.0,1.0,14.0,30.0,40.0,1.0,1.0,1.0,7.0,7.0,7.0,6.83,6.5,6.0,4.0,2.8,3.4,3.4,5.11,4.4,2.4,3.2,3.25,1.43
38.0,2.0,3.0,19.0,40.0,2.0,1.0,2.0,6.83,6.33,5.67,6.5,6.0,6.0,3.8,3.6,3.0,4.0,5.78,1.6,0.0,5.8,4.0,1.43
56.0,2.0,29.0,33.0,20.0,1.4,1.0,1.0,7.0,7.0,7.0,7.0,4.0,7.0,4.8,2.4,5.0,4.8,6.0,0.0,0.0,7.0,5.0,1.43
47.0,1.0,11.0,20.0,20.0,1.0,1.0,2.0,7.0,6.67,6.33,7.0,7.0,6.0,5.0,4.6,4.6,3.6,5.0,0.8,0.2,5.0,4.0,1.43
48.0,2.0,8.0,15.0,20.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,6.0,4.4,2.6,3.6,4.0,5.33,0.8,0.0,5.8,5.0,1.43
33.0,2.0,2.0,10.0,20.0,2.0,1.0,1.0,6.92,6.67,6.33,7.0,6.5,5.33,4.2,1.6,2.8,4.0,4.67,3.4,0.0,5.2,3.0,1.43
65.0,1.0,41.0,41.0,12.0,1.0,1.0,2.0,6.75,7.0,7.0,7.0,6.5,6.0,4.0,2.2,3.8,3.6,6.0,0.6,0.2,6.2,4.0,1.43
53.0,5.0,7.0,15.0,40.0,2.0,1.0,2.0,6.36,6.0,5.0,5.67,6.0,6.0,3.8,2.6,4.8,5.0,6.0,1.4,1.5,3.8,4.0,1.6699999999999995
52.0,2.0,0.3,17.3,10.0,1.0,1.0,1.0,6.92,6.67,5.67,6.17,6.5,6.0,4.2,3.4,3.4,3.4,6.0,0.6,1.2,7.0,5.0,1.593
38.0,1.0,0.5,3.0,12.0,1.0,1.0,1.0,6.92,6.33,7.0,6.67,7.0,7.0,5.0,3.4,4.2,3.6,5.89,0.2,0.5,6.6,4.0,1.8059999999999998
35.0,2.0,0.3,8.0,20.0,1.0,1.0,1.0,7.0,6.33,5.0,7.0,7.0,6.67,4.4,3.6,3.8,4.0,5.33,0.0,0.0,7.0,5.0,2.114
48.0,1.0,26.0,28.0,16.0,1.0,1.0,1.0,6.17,5.33,6.33,6.17,6.0,5.33,3.6,3.0,3.2,3.4,5.56,2.0,0.2,4.6,2.0,2.6960000000000006
48.0,2.0,18.0,21.0,20.0,1.0,1.0,1.0,5.67,6.33,4.33,5.5,5.5,5.33,3.8,3.0,3.4,3.2,4.56,4.8,0.8,3.2,2.25,1.9180000000000004
51.0,2.0,0.5,5.0,20.0,1.0,1.0,1.0,7.0,6.67,5.0,7.0,7.0,6.67,4.6,3.6,4.0,4.2,6.0,0.0,0.0,7.0,5.0,1.8039999999999998
55.0,1.0,20.0,20.0,20.0,1.0,1.0,1.0,7.0,6.33,7.0,6.67,7.0,7.0,5.0,4.25,4.8,4.4,6.0,6.0,6.0,7.0,4.75,2.204
29.0,2.0,0.5,7.0,8.0,1.0,1.0,1.0,5.42,6.0,6.0,3.67,1.0,5.67,4.4,3.2,2.6,3.6,5.13,1.4,0.2,5.4,3.0,4.973000000000002
19.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,6.75,4.67,4.33,6.33,5.5,6.0,4.8,1.2,2.0,3.8,4.89,0.0,0.0,4.2,5.0,3.188000000000001
35.0,2.0,13.0,13.0,20.0,1.0,1.0,1.0,6.33,5.0,5.33,4.83,5.0,4.0,3.4,2.6,1.6,2.6,4.44,3.4,1.0,6.0,4.0,2.13
39.0,2.0,13.0,18.0,40.0,2.0,1.0,2.0,5.5,5.0,4.0,4.5,4.0,5.0,3.8,3.2,2.8,3.2,4.78,4.0,1.0,6.6,3.75,2.0340000000000003
41.0,2.0,18.0,19.0,20.0,2.0,1.0,1.0,6.25,5.0,5.33,5.67,6.0,5.67,4.4,3.4,3.6,4.0,5.78,1.2,0.0,6.4,4.5,2.4770000000000008
53.0,1.0,2.0,34.0,20.0,1.0,1.0,1.0,6.42,6.33,5.33,5.5,5.0,5.67,4.0,3.4,3.2,3.4,6.0,0.0,0.2,6.6,5.0,2.3810000000000002
46.0,2.0,17.0,29.0,20.0,1.0,1.0,1.0,6.67,5.33,5.67,5.5,7.0,4.33,3.8,3.2,3.4,4.0,4.22,0.8,1.0,5.8,5.0,3.285000000000001
36.0,2.0,1.0,16.0,20.0,1.0,1.0,1.0,7.0,6.67,6.0,5.83,7.0,6.0,4.6,2.4,3.4,5.0,5.89,0.2,0.0,4.4,4.25,2.423000000000001
55.0,2.0,28.0,33.0,20.0,1.0,1.0,1.0,6.0,6.67,6.67,4.67,6.0,6.33,3.8,2.75,2.75,2.75,6.0,2.8,1.0,3.6,3.0,3.008
42.0,2.0,18.0,22.0,40.0,2.0,1.0,2.0,6.42,7.0,7.0,6.33,6.0,6.33,4.0,3.6,4.0,4.0,6.0,0.0,0.0,6.4,4.75,2.1140000000000003
55.0,2.0,4.0,33.0,8.0,1.0,1.0,1.0,7.0,6.33,6.67,7.0,7.0,6.33,5.0,3.2,3.0,4.6,6.0,1.4,0.2,6.4,4.0,1.5710000000000002
49.0,2.0,19.0,21.0,16.0,1.0,2.0,1.1,6.42,6.0,6.0,5.83,6.0,5.33,3.8,3.8,3.0,3.4,5.11,3.2,0.4,5.8,3.75,2.073
39.0,2.0,1.0,3.0,16.0,1.0,1.0,1.0,6.08,5.67,5.67,6.0,6.0,5.67,4.2,3.6,3.6,4.0,5.67,3.2,1.4,6.0,4.0,2.71
34.0,2.0,1.0,6.0,16.0,1.0,1.0,1.0,6.75,6.0,6.67,5.0,6.5,5.33,4.2,3.6,3.4,3.0,5.56,1.6,0.2,6.4,5.0,2.1439999999999997
37.0,2.0,14.0,14.0,20.0,1.0,1.0,1.0,7.0,6.33,6.0,5.83,6.0,5.33,4.2,2.4,2.8,3.4,5.0,0.8,1.8,7.0,4.0,1.9280000000000004
34.0,2.0,1.0,13.0,20.0,1.0,1.0,1.0,6.17,4.33,6.33,5.0,6.5,5.33,4.6,2.6,2.6,2.6,6.0,1.2,1.0,5.4,3.75,3.811
46.0,2.0,7.8,18.0,20.1,1.0,1.1,1.1,7.0,6.67,7.0,7.0,7.0,7.0,4.6,3.4,2.6,4.0,5.33,1.2,0.0,7.0,5.0,2.770000000000001
40.0,2.0,2.0,13.0,4.0,1.0,1.0,1.0,6.75,6.67,7.0,6.33,6.0,5.33,4.4,2.6,2.8,3.6,4.78,1.6,0.4,2.2,3.25,3.877
32.0,1.0,2.0,7.7,8.0,1.0,1.0,1.0,5.08,4.0,4.33,5.0,5.5,4.33,4.4,4.6,2.8,3.2,5.89,0.0,1.6,5.0,3.5,3.7349999999999994
37.0,1.0,1.0,1.0,23.4,1.0,1.0,1.0,7.0,6.67,6.67,6.0,7.0,5.67,4.2,3.4,3.0,3.0,6.0,1.2,0.6,5.8,5.0,1.9330000000000003
54.0,5.0,7.0,20.0,36.0,1.0,1.0,1.0,6.83,6.33,7.0,6.17,6.0,6.0,3.6,2.8,3.0,3.8,5.89,1.8,0.0,4.0,4.0,2.197
49.0,1.0,27.0,28.0,14.0,1.0,1.0,2.0,6.5,5.33,6.0,6.5,5.5,6.0,3.6,3.2,3.4,4.4,5.44,2.6,1.6,5.0,3.0,2.8770000000000007
51.0,1.0,21.0,30.0,3.0,1.0,1.0,1.0,6.0,6.0,6.0,5.83,6.5,6.0,4.0,2.0,2.6,3.2,5.11,0.0,0.0,3.6,3.0,2.075
36.0,2.0,1.0,8.0,40.0,1.0,1.0,2.0,6.75,6.0,6.67,5.17,5.0,5.33,4.4,3.6,3.2,3.4,5.56,1.4,0.2,6.0,4.0,3.0140000000000002
48.0,2.0,18.0,30.0,20.0,1.0,1.0,1.0,6.17,5.67,7.0,5.5,6.5,5.0,3.4,2.4,2.4,3.8,6.33,2.0,0.0,5.2,3.5,2.3619999999999997
35.0,2.0,1.0,3.0,8.0,1.0,1.0,1.0,6.0,5.67,6.0,5.83,4.0,5.0,4.2,3.2,3.0,2.6,6.0,0.0,0.0,3.4,4.75,2.3710000000000004
34.0,2.0,0.75,10.0,4.0,1.0,1.0,1.0,7.0,6.33,7.0,6.17,7.0,5.33,4.2,3.4,2.2,3.6,6.78,1.0,0.0,5.8,4.0,2.8779999999999992
49.0,2.0,12.0,31.0,16.0,1.0,1.0,1.0,7.0,6.33,4.0,5.5,6.0,6.0,4.4,3.6,2.4,4.4,5.44,3.6,0.4,6.6,4.0,1.9159999999999997
36.0,2.0,2.0,15.0,4.0,1.0,1.0,1.0,6.92,7.0,7.0,6.67,4.5,2.0,5.0,4.6,4.6,4.6,5.78,1.8,0.4,5.8,4.0,2.1250000000000004
32.0,6.0,2.0,10.0,20.0,2.0,1.0,1.0,6.08,6.33,5.33,4.5,6.0,5.33,3.8,2.6,4.2,4.2,5.33,2.8,2.2,5.2,3.5,2.295
38.0,2.0,0.5,0.5,20.0,1.0,1.0,1.0,6.92,6.67,7.0,7.0,7.0,6.0,4.6,1.2,3.4,3.6,5.78,2.6,0.6,4.8,4.75,2.654000000000001
34.0,2.0,9.0,9.0,20.0,1.0,1.0,1.0,6.67,5.67,5.0,5.67,6.0,5.0,4.4,3.4,3.2,3.4,5.78,0.6,0.2,5.6,4.25,1.75
26.0,1.0,2.0,7.0,20.0,1.0,1.0,1.0,6.75,5.67,5.33,7.0,7.0,7.0,4.0,3.0,2.8,3.2,5.11,5.2,0.8,5.8,4.0,2.011000000000001
37.0,2.0,0.4,2.0,20.0,1.0,1.0,1.0,6.67,5.67,4.67,6.0,7.0,7.0,4.2,1.6,3.6,4.2,6.0,0.6,0.0,6.6,5.0,1.7670000000000001
31.0,6.0,8.0,8.0,20.0,1.0,1.0,1.0,7.0,6.33,6.0,6.83,7.0,6.33,4.6,3.2,4.6,5.0,6.0,0.2,0.8,7.0,5.0,2.2140000000000004
46.0,1.0,9.0,9.0,20.0,2.0,1.0,1.0,7.0,6.67,4.33,5.5,6.5,5.0,4.2,2.2,3.2,4.2,5.78,2.2,1.0,6.0,3.0,3.1330000000000013
27.0,2.0,0.5,7.0,20.0,1.0,1.0,1.0,6.25,6.33,4.67,5.67,6.0,6.0,4.4,2.2,3.2,4.4,5.67,2.2,1.0,6.0,5.0,2.685000000000001
54.0,2.0,0.5,16.2,16.0,1.3,1.0,2.0,6.5,6.67,5.33,6.17,7.0,6.0,4.2,4.0,4.2,4.4,6.0,2.0,0.2,6.2,4.0,1.6020000000000003
42.0,1.0,2.0,3.0,6.5,1.0,1.0,1.0,7.0,7.0,7.0,6.83,7.0,3.0,4.6,4.8,4.8,4.2,4.0,3.4,0.2,2.6,5.0,2.6290000000000004
47.0,1.0,10.0,12.0,20.0,1.0,1.0,1.0,7.0,6.67,6.33,7.0,6.5,7.0,4.8,3.4,3.6,4.8,6.0,3.4,0.2,4.0,3.0,2.652000000000001
34.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,6.0,6.67,6.33,5.83,4.0,4.33,4.0,2.0,3.2,4.8,5.33,1.2,1.0,5.2,4.0,2.179
33.0,2.0,1.0,7.0,20.0,1.0,1.0,1.0,6.42,6.33,6.33,4.5,6.0,3.67,4.6,2.4,3.0,4.2,5.67,3.2,0.0,5.6,2.5,2.677
50.0,2.0,15.0,32.0,20.0,1.0,1.0,1.0,6.83,6.0,5.33,6.5,6.5,6.33,3.0,2.8,4.0,4.8,5.78,3.0,1.2,6.2,4.0,2.5130000000000003
35.0,2.0,6.0,9.0,12.0,1.0,1.0,1.0,7.0,6.67,5.33,7.0,7.0,6.33,4.2,3.0,3.6,3.8,4.89,3.0,0.8,5.6,3.75,2.9910000000000005
30.0,2.0,1.0,8.0,20.0,1.0,1.0,1.0,6.92,6.67,6.0,6.0,4.5,6.33,4.6,3.2,3.6,4.6,5.67,0.8,0.2,4.4,3.5,2.4850000000000003
29.0,1.0,2.0,3.0,20.0,1.0,1.0,1.0,6.25,6.0,4.67,5.33,4.0,4.33,4.2,2.8,1.6,3.4,3.0,5.6,4.8,3.4,4.0,3.128000000000002
31.0,2.0,2.0,13.0,20.0,1.0,1.0,2.0,7.0,7.0,6.0,6.33,7.0,6.0,4.6,3.2,4.2,4.8,4.89,4.6,2.4,3.2,2.0,2.027
33.0,2.0,10.0,10.0,30.0,2.0,2.0,2.0,6.92,6.33,6.67,7.0,7.0,6.0,4.8,4.4,5.0,5.0,5.78,0.8,0.0,6.8,4.0,1.9859999999999995
50.0,2.0,27.0,27.0,20.0,1.0,1.0,1.0,6.75,6.33,5.67,6.67,7.0,5.67,4.2,3.0,2.2,3.4,5.89,1.0,0.2,4.0,3.0,3.379999999999999
39.0,2.0,12.0,12.0,20.0,1.0,1.0,1.0,6.08,6.67,6.67,6.17,6.0,6.33,5.0,3.4,3.0,4.4,5.33,3.0,0.6,6.8,5.0,3.379999999999999
48.0,2.0,7.0,25.0,20.0,1.0,1.0,1.0,5.5,4.67,3.0,6.33,6.0,7.0,4.4,1.2,4.6,5.0,6.0,0.0,0.0,7.0,5.0,3.379999999999999
51.0,1.0,15.0,30.0,20.0,1.0,1.0,1.0,6.17,6.67,5.0,6.33,6.0,6.67,4.8,2.6,3.4,4.0,6.0,2.0,0.6,6.6,4.25,3.379999999999999
43.0,1.0,20.0,21.0,20.0,1.0,1.0,1.0,6.67,7.0,3.33,6.17,7.0,6.33,4.0,2.0,2.4,3.0,5.67,3.8,1.0,5.2,4.25,3.379999999999999
35.0,2.0,13.0,13.0,20.0,1.0,1.0,1.0,5.67,6.0,5.33,6.0,6.0,5.67,4.0,2.6,3.2,3.8,5.56,1.6,0.0,6.0,3.5,3.379999999999999
50.0,1.0,0.5,26.0,40.0,1.0,1.0,1.0,7.0,7.0,6.33,6.0,7.0,6.0,4.0,3.0,2.8,4.25,5.78,1.0,1.4,6.75,4.75,3.379999999999999
40.0,2.0,16.0,17.0,28.0,2.0,1.0,1.0,6.0,5.67,4.67,6.0,6.0,6.0,3.8,3.0,3.6,4.0,5.33,2.6,0.4,4.6,4.0,3.379999999999999
38.0,3.0,17.0,17.0,20.0,1.0,1.0,1.0,6.75,5.33,4.33,5.17,6.0,6.0,3.8,3.8,2.4,3.6,5.0,2.4,0.2,6.2,3.75,3.379999999999999
52.0,1.0,0.6,20.0,20.0,1.0,1.0,1.0,6.08,6.33,4.67,6.33,6.5,6.0,4.6,3.8,3.2,4.4,5.56,1.8,0.4,4.6,2.75,3.379999999999999
48.0,2.0,15.0,20.0,30.0,1.0,1.0,2.0,5.83,5.67,6.0,6.33,6.0,6.0,4.2,3.4,3.0,4.25,5.25,5.0,0.0,6.0,4.0,3.379999999999999
38.0,2.0,16.0,18.0,18.0,1.0,1.0,1.0,5.67,5.0,2.0,6.0,6.0,6.0,4.8,4.4,3.0,4.4,4.11,3.6,2.4,4.8,5.0,3.379999999999999
38.0,2.0,6.0,14.0,40.0,2.0,1.0,2.0,7.0,6.33,6.0,5.83,6.5,5.33,3.8,2.2,4.0,3.8,5.56,4.0,1.2,5.6,3.75,3.379999999999999
40.0,1.0,1.0,7.0,20.0,1.0,1.0,1.0,6.08,5.67,4.67,6.0,3.5,6.0,4.6,3.4,3.2,2.2,5.67,3.0,0.2,5.4,4.0,3.379999999999999
43.0,2.0,9.0,23.0,20.0,1.0,1.0,2.0,5.5,3.67,4.67,5.0,5.0,4.0,4.6,4.4,2.4,3.4,2.33,6.0,4.4,6.2,2.0,3.379999999999999
40.0,2.0,13.0,18.0,40.0,2.0,1.0,1.0,6.5,6.0,3.33,4.0,6.5,4.0,2.8,2.8,2.6,3.6,4.5,2.4,1.0,5.4,4.25,3.379999999999999
53.0,2.0,0.5,32.0,40.0,2.0,1.0,1.0,5.92,6.33,4.0,5.67,6.5,5.33,3.6,1.8,3.6,4.0,5.67,0.8,0.2,6.0,4.0,3.379999999999999
47.0,1.0,19.0,19.0,20.0,1.0,1.0,1.0,6.25,5.67,5.0,5.83,6.0,5.67,3.8,2.8,3.2,3.4,5.56,2.4,0.2,4.8,3.5,3.379999999999999
45.0,2.0,10.0,23.0,18.0,1.0,1.0,1.0,6.5,6.67,6.0,6.33,6.0,6.0,4.0,3.0,2.6,3.2,5.0,3.2,1.2,5.6,4.25,3.379999999999999
52.0,2.0,12.0,20.0,20.0,1.0,1.0,1.0,6.92,7.0,4.33,7.0,7.0,6.0,4.2,2.8,3.6,4.4,5.67,1.25,0.4,5.2,4.0,3.379999999999999
40.0,1.0,8.0,17.0,18.0,1.0,1.0,2.0,6.08,4.33,1.67,5.0,4.0,6.33,4.4,2.6,2.2,1.4,3.11,5.0,0.4,4.2,2.75,3.379999999999999
50.0,2.0,0.3,30.0,40.0,1.0,1.0,2.0,7.0,7.0,6.67,7.0,4.5,7.0,4.8,4.2,4.2,3.25,6.0,4.4,2.4,7.0,5.0,3.379999999999999
51.0,1.0,24.0,27.0,20.0,1.0,1.0,1.0,7.0,7.0,6.33,7.0,7.0,7.0,4.4,2.6,3.8,2.8,5.67,2.6,0.2,6.0,4.0,3.379999999999999
37.7,3.0,9.0,14.0,20.0,1.0,1.0,2.0,7.0,6.0,3.67,6.5,7.0,6.0,4.6,2.8,2.6,3.4,5.78,3.4,1.4,6.0,3.25,1.06
42.0,6.0,1.0,13.0,40.0,2.0,1.0,2.0,6.83,6.0,6.0,6.33,6.5,5.67,4.4,3.6,4.2,5.0,5.67,0.4,0.6,5.6,4.25,1.06
38.0,2.0,1.0,8.85,20.0,1.0,1.0,1.0,7.0,7.0,6.0,7.0,7.0,5.33,4.4,2.0,3.0,4.6,6.0,1.4,0.0,6.4,5.0,1.06
53.0,2.0,8.0,31.0,44.0,2.0,1.0,2.0,6.92,5.33,6.0,6.33,6.5,6.0,4.0,3.6,4.0,3.5,5.33,1.6,0.5,5.6,3.0,1.06
38.0,5.0,0.16,12.4,20.0,1.0,1.0,1.0,6.58,6.67,6.0,6.0,6.0,6.0,4.6,3.2,3.4,3.75,5.5,1.2,0.0,5.6,3.75,1.06
30.0,1.0,0.83,9.5,12.0,1.0,1.0,1.0,6.67,5.67,6.33,5.83,6.0,6.0,3.8,2.4,3.0,3.4,5.11,1.6,0.0,6.0,5.0,1.06
56.0,1.0,2.0,28.0,40.0,1.0,1.0,1.0,6.5,5.67,5.0,6.17,5.5,5.33,4.8,4.2,2.2,3.4,5.89,0.0,1.2,6.8,3.75,1.06
60.0,1.0,18.0,29.0,20.0,1.0,1.0,1.0,6.42,5.0,6.0,6.67,6.5,5.67,4.4,2.75,2.6,3.4,5.89,0.8,0.0,5.8,3.5,1.06
53.0,2.0,7.0,18.0,40.0,1.0,1.0,1.0,6.58,6.0,6.67,6.0,7.0,7.0,4.6,1.0,3.8,4.4,6.0,0.2,0.2,6.4,3.0,1.06
56.0,1.0,1.0,40.0,32.0,1.0,1.0,1.0,6.92,7.0,6.67,6.83,7.0,7.0,4.0,4.0,2.8,3.8,5.14,0.4,0.0,7.0,5.0,1.06
33.0,2.0,12.0,13.0,40.0,1.0,1.0,2.0,6.92,6.0,6.0,7.0,7.0,6.0,4.8,3.2,2.6,3.8,5.33,1.2,0.0,6.6,5.0,1.93
47.0,1.0,5.0,28.0,20.0,1.0,1.0,1.0,6.58,6.0,5.67,6.0,4.0,6.0,4.0,2.0,3.0,3.8,5.44,2.4,1.2,5.6,2.75,1.93
47.0,1.0,12.0,17.0,20.0,1.0,2.0,1.0,6.0,6.33,5.5,6.17,6.0,6.33,3.6,3.6,3.0,3.6,5.11,2.6,2.2,4.8,4.33,1.93
35.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,6.83,6.67,6.0,6.0,6.0,6.0,3.2,2.8,3.2,3.6,5.44,2.8,0.2,5.4,4.5,1.93
34.0,2.0,11.0,11.0,40.0,2.0,1.0,1.0,6.5,6.33,6.33,5.67,5.0,5.67,3.8,2.8,3.2,3.8,5.11,5.2,0.0,4.8,5.0,1.93
44.5,2.0,13.0,13.0,40.0,2.0,1.0,1.0,6.83,6.67,6.0,6.17,6.0,6.0,4.8,4.6,4.6,5.0,6.0,4.0,0.0,6.0,4.0,1.93
50.0,2.0,0.5,28.0,40.0,2.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,3.2,3.6,4.6,6.0,5.4,4.8,6.4,3.75,1.93
37.0,2.0,17.0,17.0,36.0,1.0,1.0,1.0,6.08,4.0,2.67,6.17,3.5,6.0,4.0,3.4,1.2,3.0,3.33,3.8,1.2,6.0,5.0,1.93
45.0,1.0,12.0,13.0,40.0,1.0,1.0,2.0,5.75,5.0,5.67,6.17,3.0,6.0,4.4,3.2,3.2,4.0,5.11,2.2,0.2,5.4,4.0,1.93
42.0,2.0,5.0,18.0,40.0,2.0,1.0,2.0,6.42,5.67,6.0,5.83,6.0,6.0,4.4,2.8,3.4,4.2,5.44,2.6,0.6,6.0,4.0,1.93
38.0,2.0,18.0,18.0,60.0,2.0,1.0,1.0,6.92,5.67,5.0,5.83,7.0,5.0,4.4,3.0,3.6,4.0,5.0,4.0,1.0,4.2,2.5,1.93
41.0,2.0,0.5,20.0,20.0,1.0,1.0,1.0,6.67,6.33,5.0,7.0,6.5,5.0,4.2,2.4,4.0,4.8,6.0,1.2,0.2,6.6,5.0,1.93
37.0,2.0,12.0,19.0,40.0,1.0,1.0,2.0,6.42,6.33,5.67,7.0,6.0,7.0,4.4,2.2,3.8,4.8,6.0,1.8,0.2,6.4,1.5,1.93
36.0,1.0,11.0,18.0,40.0,2.0,1.0,2.0,6.17,5.0,5.33,5.17,6.0,5.33,4.4,2.4,3.6,3.8,5.89,1.4,0.8,5.8,4.75,1.93
38.0,2.0,8.0,17.0,20.0,1.0,1.0,1.0,6.17,5.67,5.33,6.0,6.0,6.0,4.0,3.4,3.4,3.6,5.11,2.8,1.2,6.0,4.25,1.93
41.0,2.0,10.0,15.0,20.0,1.0,1.0,1.0,6.33,5.67,5.33,6.17,3.0,5.67,3.8,4.0,4.2,3.8,5.67,4.6,2.2,6.0,3.0,1.93
54.0,2.0,10.0,31.0,40.0,1.0,1.0,1.0,7.0,6.33,7.0,7.0,7.0,7.0,4.4,4.0,2.6,4.6,5.44,1.0,0.0,7.0,5.0,1.93
41.0,1.0,7.0,11.0,40.0,1.0,1.0,2.0,6.17,6.33,5.67,6.5,7.0,6.33,4.6,3.2,3.2,4.6,5.33,0.8,0.0,6.6,4.0,1.93
41.0,1.0,0.5,19.0,20.0,1.0,1.0,1.0,6.92,6.0,5.0,6.0,7.0,5.67,4.2,3.8,2.6,2.6,5.0,4.4,2.2,6.2,4.25,1.93
34.0,2.0,14.0,14.0,40.0,1.0,1.0,1.0,7.0,5.67,5.0,5.83,6.0,5.33,4.8,4.2,4.2,4.6,5.56,1.0,0.2,7.0,4.25,1.93
44.0,2.0,1.0,10.0,20.0,1.0,1.0,2.0,7.0,6.33,6.67,5.17,5.5,5.0,4.6,3.0,3.2,4.2,6.0,3.4,1.2,6.4,5.0,1.93
47.0,2.0,14.0,14.0,40.0,2.0,1.0,1.0,6.75,6.0,6.0,6.0,4.0,6.0,4.4,3.2,3.4,3.6,5.11,2.6,0.0,4.2,4.0,1.93
36.0,2.0,10.0,10.0,40.0,2.0,1.0,1.0,6.58,6.67,6.33,6.0,6.0,6.0,4.0,3.2,4.0,5.0,4.67,3.4,0.6,5.4,2.25,1.93
50.0,1.0,18.0,19.0,20.0,1.0,1.0,1.0,6.25,6.0,5.67,5.5,6.0,5.67,3.2,3.0,3.6,3.8,5.56,3.8,1.6,4.6,3.25,1.93
27.0,2.0,2.0,7.0,20.0,2.0,1.0,1.0,6.83,6.33,6.0,6.33,7.0,6.0,4.4,3.6,4.2,4.2,6.0,0.6,0.0,6.0,4.5,1.93
51.0,2.0,2.0,29.0,45.0,1.0,1.0,2.0,6.83,7.0,6.0,6.83,6.0,6.0,4.6,3.2,3.0,4.4,6.0,3.6,0.2,6.0,4.0,1.93
38.0,2.0,13.0,20.0,40.0,1.0,1.0,2.0,6.83,7.0,6.0,7.0,7.0,7.0,4.8,1.8,4.2,5.0,6.0,2.4,0.0,6.4,4.0,1.93
43.0,2.0,2.0,21.0,20.0,1.0,1.0,2.0,7.0,6.33,6.0,6.67,6.5,6.0,3.8,4.0,3.0,2.6,4.89,4.4,0.6,6.8,5.0,1.93
47.0,2.0,7.0,9.0,38.1,1.0,1.0,1.0,6.92,6.0,6.33,6.33,6.0,6.0,3.0,3.4,3.4,3.6,5.67,1.6,0.2,6.0,5.0,1.93
