Idade,Formação,Tempo_Escola,Tempo_profissão,Hrs_semanais,Supervisiona,Licença_2semanas,Licença_ano,MPS,IPPS,IOPS,ISP,CAFC,VSP,ARE,DED,ARS,AED,Engagement,Exaustao,Cinismo,SCV,Saude,TAMesc
39.0,5.0,5.0,11.15,30.0,2.0,1.0,1.0,6.5,6.67,6.0,6.5,5.0,6.0,4.2,3.4,3.4,4.0,5.44,5.6,1.4,2.4,2.0,1.65
35.0,1.0,14.0,14.0,30.0,1.0,1.0,1.0,6.0,4.67,2.0,5.33,5.0,3.0,4.2,2.6,2.4,4.0,3.78,5.6,1.0,5.2,2.75,1.65
30.0,2.0,9.0,13.0,30.0,1.0,1.0,1.0,6.75,6.33,5.67,4.83,5.0,5.33,3.8,2.4,3.0,3.2,3.44,4.8,3.2,3.4,3.0,1.65
32.0,1.0,2.0,7.0,30.0,2.0,1.0,1.0,6.75,5.67,6.0,6.83,5.0,6.67,3.75,3.4,4.0,3.6,5.67,1.0,0.2,6.0,4.0,1.65
27.0,2.0,2.0,10.0,30.0,1.0,1.0,1.0,6.83,6.33,6.67,7.0,6.0,5.67,4.2,3.25,2.8,3.6,5.22,4.8,1.2,6.2,4.25,1.65
43.0,1.0,18.0,16.8,40.0,2.0,1.0,1.0,6.5,6.33,6.33,6.0,6.0,6.0,5.0,5.0,3.6,4.2,5.56,3.0,0.0,7.0,3.5,2.782000000000001
36.0,2.0,12.0,18.0,20.0,1.0,1.0,1.0,6.92,6.67,5.33,6.0,6.5,6.0,5.0,2.6,2.6,5.0,5.33,3.2,0.2,5.8,2.75,2.83
38.0,2.0,13.0,14.0,40.0,1.0,1.0,2.0,6.17,6.0,5.33,6.0,5.0,3.67,3.4,3.0,3.5,4.25,3.22,3.8,1.8,3.4,2.5,2.83
34.0,2.0,0.75,11.0,20.0,1.0,1.0,1.0,6.67,5.33,6.0,5.67,5.0,4.67,3.8,3.6,3.0,2.5,4.22,2.0,1.0,5.4,3.25,2.83
47.0,6.0,7.0,23.0,20.0,1.0,1.0,1.0,6.92,6.67,6.67,6.0,6.5,6.0,4.2,3.0,4.4,4.0,5.78,1.4,0.0,6.2,4.0,2.83
30.0,2.0,0.75,10.0,50.0,1.0,1.0,2.0,6.17,5.33,5.0,5.33,5.0,5.0,3.4,2.2,2.0,2.8,3.0,5.0,2.0,4.4,3.0,2.83
32.0,2.0,5.0,9.0,20.0,1.0,1.0,2.0,6.5,5.67,5.0,6.0,6.5,5.67,4.4,3.0,3.0,3.0,5.0,3.8,0.2,5.2,3.5,2.83
53.0,2.0,5.0,20.0,40.0,2.0,1.0,1.0,7.0,7.0,7.0,6.17,6.0,6.0,4.2,2.8,4.2,5.0,5.89,1.2,0.0,5.6,4.5,2.83
45.0,2.0,6.0,24.0,20.0,2.0,1.0,1.0,6.92,6.0,5.33,7.0,7.0,6.67,4.0,3.2,4.25,4.4,5.56,1.6,0.2,5.8,3.0,2.83
60.0,2.0,13.0,20.0,40.0,1.0,1.0,1.0,6.58,5.67,4.33,5.5,7.0,6.33,3.8,1.2,2.8,3.2,5.44,0.6,0.0,4.8,3.75,1.85
41.0,2.0,13.0,20.0,20.0,1.0,1.0,1.0,6.83,5.33,4.0,5.0,5.0,4.33,3.6,2.4,2.0,3.2,5.22,2.2,0.0,4.4,3.0,1.85
46.0,2.0,0.75,27.0,40.0,1.0,1.0,2.0,6.42,5.67,5.0,5.33,6.0,5.0,4.4,3.6,4.2,4.0,5.0,3.4,2.4,5.0,3.25,1.85
52.0,2.0,2.0,28.0,20.0,1.0,1.0,1.0,6.08,5.33,5.33,6.0,6.0,4.67,4.4,3.4,3.2,4.4,5.33,3.5,2.4,5.0,3.0,1.85
50.0,2.0,14.0,15.0,20.0,1.0,1.0,1.0,6.92,6.0,5.67,6.67,5.5,6.0,4.6,2.6,2.8,4.2,5.22,2.6,0.0,6.6,3.25,1.85
52.0,2.0,14.0,23.0,40.0,1.0,1.0,1.0,6.75,5.67,4.67,6.5,7.0,5.67,4.6,3.8,2.4,3.4,4.67,3.4,0.8,4.4,3.0,1.85
42.0,2.0,15.0,15.0,40.0,2.0,1.0,1.0,7.0,6.67,6.67,6.33,7.0,6.0,4.2,1.4,4.2,4.4,5.56,0.8,0.2,6.2,3.5,1.85
52.0,2.0,1.0,24.0,40.0,1.0,1.0,2.0,6.33,5.67,5.33,5.5,6.0,5.33,4.2,2.4,3.8,4.2,4.44,3.8,1.4,3.8,3.0,1.85
36.0,2.0,12.0,20.0,12.0,2.0,1.0,2.0,7.0,7.0,3.0,3.67,6.5,5.33,4.6,3.0,4.6,5.0,4.44,2.4,0.0,6.6,2.75,3.3080000000000007
52.0,1.0,10.0,26.4,20.0,1.0,1.0,2.0,6.08,5.67,5.67,5.67,5.5,6.0,4.6,4.0,2.4,3.2,5.22,2.8,0.4,5.2,3.0,3.1109999999999998
50.0,2.0,13.0,21.0,20.0,2.0,1.0,1.0,6.58,5.67,5.33,5.17,6.0,6.0,4.0,2.0,3.0,3.2,5.56,1.2,0.2,6.0,3.0,3.1679999999999997
48.0,2.0,21.0,28.0,20.0,1.0,1.0,1.0,6.67,6.0,6.0,5.33,6.5,5.0,4.6,2.75,3.2,4.2,5.0,4.2,1.8,2.8,2.5,3.1959999999999997
57.0,2.0,13.0,16.0,40.0,1.0,1.0,2.0,6.42,5.67,5.33,6.17,6.0,5.33,4.6,2.8,2.0,3.2,5.78,1.6,0.2,5.4,3.0,2.77
49.0,2.0,2.0,12.0,35.0,1.0,1.0,1.0,7.0,6.67,5.33,6.83,7.0,5.67,4.0,3.33,3.4,4.4,5.33,1.4,0.2,3.2,3.75,3.3619999999999997
47.0,1.0,2.0,24.0,40.0,2.0,1.0,1.0,6.75,6.67,5.67,5.83,6.0,5.67,4.0,3.2,2.8,3.8,5.0,4.2,0.8,3.8,3.0,2.9970000000000003
36.0,2.0,13.0,15.0,40.0,1.0,1.0,1.0,6.92,6.67,6.0,5.83,7.0,5.0,4.4,2.8,3.6,3.6,5.11,3.0,1.4,3.4,2.5,3.1630000000000003
36.0,2.0,7.0,12.0,20.0,2.0,1.0,1.0,7.0,6.0,6.33,5.67,7.0,5.0,4.2,4.0,4.0,3.6,5.22,2.4,1.0,6.0,3.5,3.871000000000001
54.0,1.0,17.0,24.0,20.0,1.0,1.0,1.0,6.67,6.33,5.33,5.0,6.0,5.0,3.6,3.6,2.2,2.2,4.44,4.4,0.2,4.6,3.5,3.345
53.0,2.0,13.0,17.0,16.0,1.0,1.0,1.0,5.67,5.0,5.0,5.17,5.5,6.33,4.4,3.6,2.4,4.0,5.22,3.8,0.4,5.2,4.0,3.183
55.0,2.0,14.0,14.0,20.0,2.0,1.0,1.0,7.0,6.33,4.67,6.33,7.0,6.0,4.0,2.6,3.2,3.6,5.67,0.8,0.2,7.0,3.75,2.8089999999999997
51.0,2.0,13.0,23.0,20.0,1.0,1.0,2.0,6.75,6.67,4.67,5.17,7.0,5.0,3.0,3.2,2.0,3.2,5.33,2.6,1.4,2.8,2.0,3.056
54.0,2.0,28.0,28.0,40.0,2.0,2.0,1.0,6.25,6.0,5.33,6.0,5.0,3.67,4.2,3.5,3.2,3.2,2.0,6.0,1.6,6.2,2.0,3.043
45.0,2.0,14.0,15.0,40.0,2.0,1.0,2.0,7.0,7.0,6.0,6.0,6.0,5.67,4.4,4.0,3.6,4.2,5.89,1.2,0.2,5.6,3.5,2.994
41.0,2.0,14.0,16.0,20.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,6.0,3.6,3.2,3.4,3.8,5.0,4.25,0.6,5.6,3.75,1.9
51.0,2.0,14.0,19.7,40.0,1.0,1.0,1.0,7.0,5.67,5.67,7.0,7.0,7.0,4.6,3.2,3.2,3.8,5.78,1.0,0.0,6.4,3.0,1.9
58.0,1.7,3.0,28.0,20.0,1.0,1.0,1.0,6.92,7.0,2.33,7.0,4.0,6.0,4.2,3.0,4.75,4.6,6.0,3.0,1.2,3.2,1.0,1.9
51.0,2.0,8.0,30.0,15.0,1.0,1.0,1.0,6.75,6.0,5.0,4.67,6.0,6.67,2.8,2.4,2.8,2.6,5.0,2.8,2.0,5.8,4.0,1.9
37.0,2.0,10.0,11.0,40.0,1.0,1.0,1.0,6.83,6.33,5.33,6.5,6.0,6.0,3.8,3.0,3.0,2.8,5.11,4.6,1.0,4.8,4.0,1.9
57.0,2.0,6.0,10.0,40.0,1.0,1.0,1.0,6.42,6.0,6.0,6.0,6.0,6.0,4.0,3.0,3.8,3.2,5.44,1.6,1.2,6.0,3.75,1.9
39.0,2.0,12.0,20.0,60.0,2.0,1.0,2.0,6.83,6.67,5.0,5.67,6.0,4.33,3.6,2.2,2.8,3.8,5.44,2.6,0.2,5.6,2.25,1.9
43.0,2.0,12.0,12.0,40.0,2.0,1.0,1.0,6.08,6.0,6.0,5.83,5.5,6.0,4.8,4.2,4.2,3.8,5.89,2.2,0.0,6.2,4.0,1.9
54.0,2.4,16.0,24.9,40.0,2.0,1.0,1.0,7.0,6.33,7.0,6.67,6.5,6.67,4.8,1.4,3.8,4.8,5.78,0.8,0.4,6.4,5.0,1.9
59.0,2.0,5.0,35.0,40.0,1.0,1.0,1.0,7.0,6.33,6.33,6.67,7.0,7.0,3.8,3.4,3.8,4.2,5.22,1.8,0.2,6.6,3.0,1.9
50.0,2.0,8.0,31.0,20.0,1.0,1.0,1.0,7.0,6.67,6.0,5.6,6.0,5.67,3.8,2.8,3.8,3.2,4.67,2.2,0.4,6.0,3.67,1.9
51.0,2.0,14.0,28.0,20.0,1.0,1.0,1.0,6.58,6.33,4.67,6.0,6.0,6.0,4.0,4.2,3.4,3.6,4.33,3.8,1.2,4.2,3.75,1.9
50.0,3.0,1.0,25.0,4.0,1.0,1.0,1.0,4.67,2.67,1.0,6.33,6.5,6.33,5.0,3.0,3.8,4.6,5.89,3.4,0.0,6.4,3.75,0.83
51.0,1.0,11.0,26.0,20.0,1.0,1.0,1.0,6.75,6.67,6.0,6.5,7.0,6.33,4.6,3.6,4.0,3.6,5.11,1.8,0.2,5.6,3.5,0.83
44.0,7.0,0.3,25.0,44.0,1.0,1.0,2.0,6.83,5.67,5.33,7.0,7.0,7.0,4.0,2.2,2.75,4.2,5.56,3.6,0.0,4.4,2.0,0.83
48.0,1.0,24.0,25.0,40.0,2.0,1.0,1.0,6.0,5.67,5.33,5.17,6.0,6.0,3.8,3.6,3.4,3.2,5.22,3.8,0.2,5.4,3.25,0.83
48.0,2.0,14.0,20.0,20.0,2.0,1.0,1.0,6.17,5.67,4.67,6.33,4.0,6.33,4.4,3.8,4.2,4.0,5.0,5.0,4.0,2.8,5.0,0.83
37.0,3.0,7.0,20.0,40.0,1.0,1.0,2.0,6.92,6.33,6.67,6.83,6.5,7.0,4.4,3.2,3.8,4.8,5.78,0.8,0.2,6.6,4.75,1.85
48.0,1.0,25.0,28.0,40.0,1.0,1.0,1.0,6.92,6.33,5.67,6.33,7.0,6.33,3.8,2.4,3.0,2.8,6.0,1.8,0.0,6.6,3.75,1.85
42.0,2.0,1.0,16.0,16.0,1.0,1.0,1.0,6.67,6.0,6.0,5.17,5.0,5.0,3.2,2.8,3.2,3.4,4.67,2.0,0.0,4.8,3.25,1.85
51.0,1.0,24.0,25.0,40.0,1.0,1.0,2.0,5.33,5.33,4.33,5.67,6.0,6.0,3.8,2.8,2.8,2.0,5.22,5.4,2.2,4.4,2.25,1.85
52.0,2.0,23.0,6.0,40.0,1.0,1.0,2.0,7.0,6.67,5.0,5.5,7.0,6.0,4.8,1.8,2.8,5.0,5.56,4.2,0.6,4.6,3.0,1.85
54.0,1.6,4.0,33.0,20.0,1.0,1.0,2.0,7.0,6.33,7.0,7.0,7.0,6.0,3.4,3.2,3.6,3.4,6.0,1.6,0.0,4.6,5.0,1.85
55.0,2.0,2.0,30.0,40.0,2.0,1.0,1.0,7.0,6.67,5.67,6.33,7.0,6.33,4.6,3.2,2.8,4.0,5.44,2.2,0.6,6.0,2.0,1.85
68.0,2.0,14.0,46.0,20.0,1.0,1.0,1.0,6.67,6.33,6.0,5.83,6.0,5.67,4.8,3.6,3.0,2.8,5.89,2.2,0.6,5.8,4.0,1.85
59.0,2.0,27.0,31.0,34.2,2.0,1.0,1.0,7.0,6.33,5.67,7.0,7.0,6.0,3.8,2.6,3.0,2.8,5.44,2.0,0.0,6.0,4.0,1.85
38.0,2.0,2.0,7.0,20.0,2.0,1.0,2.0,6.92,5.33,5.0,5.33,6.5,5.67,4.2,2.8,2.75,3.8,5.67,1.0,0.2,6.2,4.0,1.85
47.0,2.0,7.0,14.0,20.0,1.0,1.0,1.0,6.25,5.33,4.0,4.83,6.0,6.0,3.8,2.8,3.6,2.8,6.0,3.4,2.4,5.8,3.25,3.17
45.0,2.0,9.0,22.0,40.0,1.0,1.0,1.0,6.83,6.0,6.0,6.67,7.0,5.33,4.2,2.8,2.6,3.6,5.33,3.0,0.0,4.0,3.0,3.17
37.0,2.0,2.0,14.0,40.0,1.5,1.0,1.0,6.58,7.0,5.67,6.0,6.0,6.33,4.4,2.2,3.25,4.0,5.56,3.0,0.4,5.8,5.0,3.17
46.0,2.0,0.4,27.0,20.0,1.0,1.0,1.0,7.0,7.0,6.67,6.67,7.0,6.0,4.4,1.6,4.2,4.8,6.0,0.4,0.0,5.4,3.0,3.17
38.0,2.0,10.0,16.0,40.0,2.0,1.0,1.0,7.0,7.0,6.33,5.5,7.0,3.67,4.2,4.4,4.6,4.2,5.0,3.2,2.4,6.8,3.25,3.17
47.0,7.0,13.0,29.0,20.0,1.0,1.0,1.0,6.83,6.0,4.0,5.0,6.0,5.0,4.4,1.6,2.6,3.8,3.67,3.4,2.0,3.6,2.0,3.17
53.0,2.0,0.3,23.0,20.0,1.0,1.0,1.0,7.0,7.0,5.67,6.5,7.0,6.67,4.4,3.2,4.2,4.4,5.56,3.0,1.2,5.4,4.5,3.17
48.0,1.0,25.0,25.0,20.0,1.0,1.0,1.0,7.0,6.33,6.33,6.33,6.0,5.33,4.8,1.4,3.2,4.0,5.22,4.2,1.0,6.0,3.0,3.17
39.0,2.0,7.0,13.0,20.0,1.0,1.0,1.0,7.0,7.0,6.0,6.0,7.0,6.0,4.6,3.8,3.0,4.2,5.33,4.8,1.0,5.8,4.0,3.17
33.0,2.0,7.0,15.0,20.0,1.0,1.0,1.0,6.33,5.67,5.0,4.83,5.5,5.0,4.4,3.5,2.6,3.0,4.88,1.0,0.2,5.6,3.75,3.17
42.0,1.0,7.0,21.0,20.0,1.0,1.0,1.0,6.92,6.33,3.0,7.0,7.0,6.0,4.2,3.4,2.8,3.6,5.11,1.0,0.2,5.0,3.0,3.17
31.0,2.0,2.5,5.5,16.0,2.0,1.0,1.0,7.0,5.33,6.0,6.0,6.0,6.0,4.2,3.0,3.6,3.8,5.63,1.2,0.6,5.2,4.0,3.17
35.0,2.0,3.0,9.95,20.0,1.0,1.0,1.0,6.92,6.33,6.33,6.33,7.0,6.67,4.2,3.0,3.6,3.8,5.11,1.6,1.2,6.8,3.0,3.17
51.0,2.0,21.0,26.0,40.0,1.0,1.0,1.0,6.75,5.67,6.0,6.5,7.0,6.0,3.8,3.8,3.6,4.0,5.22,4.2,1.8,4.6,2.25,3.17
52.0,2.0,25.0,25.0,40.0,2.0,1.0,1.0,5.75,6.0,5.67,5.83,6.0,5.33,4.2,3.0,3.6,3.2,5.89,2.6,0.0,4.2,3.0,3.17
51.0,2.0,20.0,26.2,20.0,1.0,1.0,1.0,7.0,6.33,5.33,6.5,6.0,6.0,4.2,3.6,2.8,2.8,5.11,1.4,1.2,6.2,3.25,3.17
33.0,2.0,5.0,9.0,20.0,1.0,1.0,2.0,6.42,3.0,5.33,7.0,7.0,6.0,4.8,1.6,3.6,4.4,4.11,5.6,2.2,6.2,1.0,3.17
52.0,2.0,26.0,31.0,20.0,1.0,1.0,1.0,6.25,6.33,5.33,5.33,6.5,6.67,4.4,3.4,3.4,4.0,5.78,1.0,0.0,4.6,4.0,3.17
67.0,2.0,8.0,40.0,32.0,1.0,1.0,1.0,6.83,6.67,7.0,7.0,7.0,6.0,4.8,3.4,4.0,4.6,5.56,4.0,3.0,5.2,4.25,1.8
67.0,2.0,4.0,14.0,26.9,1.0,1.0,2.0,6.17,6.33,6.33,5.67,6.0,5.0,3.5,3.2,3.0,3.2,4.89,2.6,2.0,5.4,3.25,1.8
43.0,2.0,7.0,9.0,40.0,1.0,1.0,1.0,7.0,6.0,2.67,6.5,7.0,5.67,3.8,2.8,2.8,3.4,4.89,1.8,1.2,4.5,3.75,1.8
51.0,2.0,20.0,26.0,20.0,2.0,1.0,1.0,7.0,7.0,6.67,7.0,7.0,6.0,4.4,3.0,4.0,4.6,6.0,3.6,1.2,3.6,1.75,1.8
53.0,2.0,20.0,27.0,60.0,2.0,1.0,2.0,5.67,5.33,5.67,4.5,5.5,5.67,3.8,2.75,3.4,3.8,5.78,1.8,1.6,4.8,3.75,1.8
27.0,0.0,1.0,1.0,40.0,1.0,1.0,1.0,7.0,7.0,7.0,6.5,4.5,2.0,3.2,2.4,1.6,2.4,4.0,5.0,4.0,2.4,3.0,1.8
55.0,2.0,3.0,33.0,40.0,2.0,1.0,1.0,6.5,5.33,5.33,5.67,4.5,5.0,3.8,2.2,2.8,3.8,5.44,4.2,1.4,5.2,3.5,1.8
47.0,1.0,19.0,27.0,20.0,1.0,1.0,1.0,5.75,5.67,5.0,4.67,6.0,4.0,3.6,3.0,2.4,3.4,2.44,4.2,1.2,3.2,3.75,1.8
57.0,8.0,8.0,25.0,20.0,1.0,1.0,1.0,6.33,6.67,5.33,5.67,6.5,6.33,5.0,2.6,4.0,5.0,6.0,1.4,0.4,6.6,4.25,1.8
48.0,2.0,14.4,15.0,40.0,1.0,1.0,1.0,6.83,5.67,5.0,5.17,5.0,6.0,4.2,3.5,2.6,3.0,5.22,1.0,0.6,6.4,2.0,2.14
53.0,2.0,13.0,30.0,32.0,1.0,1.0,1.0,6.33,5.0,4.67,5.17,5.5,5.0,4.4,3.6,2.2,2.2,4.0,3.0,0.0,5.8,3.5,2.14
53.0,2.0,14.0,14.0,6.0,2.0,1.0,1.0,6.75,5.0,4.67,5.17,6.0,5.67,4.0,2.8,3.0,3.8,5.44,3.0,2.0,5.0,2.75,2.14
35.0,1.0,3.0,15.0,40.0,1.0,1.0,1.0,7.0,6.67,6.67,6.0,5.5,5.67,4.6,2.0,2.6,4.8,5.33,5.2,0.0,3.4,2.5,2.14
50.9,2.0,14.0,36.0,40.0,2.0,1.0,1.0,6.83,6.67,6.67,6.17,6.0,5.33,4.4,3.8,3.6,4.0,5.33,1.8,1.0,5.8,3.5,2.14
52.0,2.0,26.0,27.7,40.0,2.0,1.0,1.0,7.0,6.33,6.67,6.67,6.0,6.0,4.8,3.8,4.0,4.4,5.78,3.2,0.2,6.4,4.25,2.14
42.0,2.0,14.0,20.0,25.0,1.0,1.0,2.0,7.0,7.0,6.67,6.17,7.0,6.0,3.8,3.5,3.6,3.8,5.44,2.2,1.6,4.6,3.75,2.14
57.0,2.0,13.0,29.0,40.0,1.0,1.0,1.0,7.0,7.0,6.0,6.83,7.0,6.0,4.2,4.2,3.4,4.0,5.22,5.0,0.8,6.0,2.75,2.14
30.0,2.0,4.0,7.0,20.0,1.0,1.0,1.0,7.0,6.33,6.67,6.83,5.5,6.33,4.6,3.2,3.8,4.6,5.44,2.6,0.0,5.2,2.75,2.14
45.0,2.0,11.0,12.0,40.0,1.0,1.0,1.0,6.58,6.33,5.33,6.0,5.0,5.0,3.8,3.4,3.2,3.2,5.11,3.8,1.5,3.8,3.0,2.14
47.0,2.0,13.0,22.0,50.0,1.0,1.0,1.0,5.92,5.0,4.33,5.0,6.0,4.67,3.6,3.8,2.8,2.8,4.11,3.2,2.0,7.0,5.0,2.14
42.0,2.0,4.0,15.0,30.0,1.0,1.0,1.0,7.0,6.67,6.33,6.67,7.0,7.0,4.8,4.2,4.8,4.6,5.56,3.8,0.8,5.4,4.75,2.14
35.0,8.0,8.0,8.0,40.0,1.0,1.0,1.0,6.92,7.0,6.0,6.5,6.0,6.0,4.0,3.0,3.6,3.6,5.0,5.0,2.6,4.8,4.0,2.14
44.0,2.0,10.0,10.0,20.0,1.0,1.0,1.0,4.83,4.0,3.0,4.5,5.5,3.33,3.2,2.0,1.8,3.0,4.33,3.0,0.0,5.4,1.75,2.14
44.0,2.0,10.0,11.0,40.0,1.0,1.0,1.0,7.0,6.67,7.0,6.83,6.5,6.0,4.6,3.6,3.4,4.2,5.22,4.8,0.0,4.8,5.0,2.14
51.0,2.0,25.0,30.0,25.8,2.0,1.0,1.0,7.0,6.0,7.0,7.0,6.0,6.0,4.6,2.8,4.0,4.6,5.89,2.4,0.0,6.0,4.0,2.14
41.0,2.0,14.0,19.0,50.0,1.0,1.0,1.0,7.0,6.0,6.67,5.33,6.0,5.33,3.8,3.4,3.2,3.8,5.22,2.0,0.2,4.2,3.0,2.14
54.0,2.0,12.0,30.0,40.0,2.0,1.0,1.0,7.0,6.33,7.0,6.67,6.0,6.0,4.6,4.25,4.0,4.4,5.33,3.2,1.0,5.0,2.25,2.14
34.0,8.0,8.0,12.2,20.0,1.0,1.0,2.0,6.17,5.67,5.33,5.0,6.0,6.0,3.2,3.6,3.0,2.4,5.0,5.0,3.2,5.0,4.0,2.14
50.0,2.0,13.0,13.0,40.0,2.0,1.0,1.0,6.92,6.33,5.33,6.17,6.0,5.0,4.2,2.4,2.6,4.0,5.33,3.4,1.4,4.8,1.75,2.14
53.0,2.0,23.0,23.0,40.0,1.0,1.0,1.0,7.0,6.67,6.67,6.67,7.0,6.0,4.0,3.4,3.0,2.8,5.22,1.6,0.4,5.0,3.0,2.14
41.0,2.0,3.0,16.0,28.0,1.0,1.0,1.0,7.0,6.67,6.67,6.5,6.0,6.0,4.2,3.0,4.2,4.4,6.0,0.6,0.0,5.8,5.0,2.14
52.0,2.0,12.0,25.0,16.0,1.0,1.0,1.0,6.25,3.67,5.0,4.83,5.5,5.67,4.0,2.6,2.6,2.4,4.33,0.2,0.2,5.2,3.5,2.14
36.0,2.0,7.0,16.0,40.0,1.0,1.0,1.0,6.92,6.33,5.0,5.5,6.0,5.0,4.4,3.4,2.4,3.6,4.56,4.4,0.2,6.2,3.0,2.14
29.0,2.0,4.0,6.0,20.0,1.0,1.0,2.0,6.83,6.67,7.0,6.33,6.0,6.0,4.6,2.8,4.2,4.4,5.44,3.8,0.4,5.4,2.5,2.14
46.0,2.0,11.0,21.0,50.0,1.0,1.0,1.0,5.25,5.33,4.67,6.0,7.0,4.0,3.4,3.2,2.6,2.8,4.44,3.0,2.2,6.6,4.25,2.14
34.0,2.0,2.0,13.0,40.0,1.0,1.0,1.0,7.0,5.0,5.33,6.33,5.0,6.0,4.4,2.0,1.4,5.0,5.44,2.0,0.0,4.8,3.0,2.14
55.0,3.0,6.0,20.0,16.0,1.0,1.0,1.0,6.33,6.33,5.67,6.17,6.5,6.0,5.0,2.4,3.8,4.4,6.0,0.4,0.4,6.4,4.25,1.8000000000000005
66.0,1.0,4.0,21.3,24.6,1.0,1.0,1.0,6.67,5.67,6.67,6.0,7.0,5.67,3.8,3.6,2.6,2.6,4.78,0.8,0.8,5.6,2.5,1.8000000000000005
51.0,2.0,17.0,25.0,27.6,2.0,1.0,1.0,5.82,5.0,5.0,5.0,6.0,5.33,3.4,2.4,3.2,4.4,5.56,3.2,0.2,4.6,2.5,1.8000000000000005
57.0,2.0,0.1,27.0,20.0,1.0,1.0,1.0,6.58,6.67,3.33,6.83,6.5,7.0,4.2,4.0,4.4,4.8,6.0,5.0,1.2,3.0,1.0,1.8000000000000005
49.0,2.0,14.0,19.0,20.0,1.0,1.0,1.0,6.08,6.33,6.0,6.0,7.0,6.0,5.0,2.0,2.4,3.6,5.44,2.2,0.0,6.2,2.5,1.8000000000000005
32.0,2.0,2.0,5.0,40.0,1.0,1.0,2.0,6.25,6.0,5.67,5.83,4.0,4.33,4.2,4.2,3.6,3.2,1.78,6.0,2.6,1.6,1.25,1.8000000000000005
65.0,1.0,4.0,25.0,20.0,1.0,1.0,1.0,6.33,3.67,6.0,5.83,5.5,6.67,4.6,3.2,3.8,4.0,4.67,2.2,0.2,3.6,2.5,1.8000000000000005
44.0,2.0,12.0,16.0,40.0,1.0,1.0,1.0,7.0,6.67,6.0,6.67,5.5,6.0,4.2,3.2,3.2,4.2,5.22,5.2,2.8,5.4,3.0,1.8000000000000005
51.0,2.0,17.0,24.0,20.0,2.0,1.0,1.0,7.0,6.33,6.0,6.0,7.0,6.0,4.2,2.6,3.0,4.0,5.89,3.8,1.0,5.8,2.25,1.8000000000000005
50.0,2.0,10.0,26.5,20.0,1.0,1.0,2.0,6.45,4.67,6.67,5.17,5.5,5.33,4.4,3.0,3.6,4.0,5.56,5.2,0.6,4.4,2.75,1.8000000000000005
54.0,3.0,3.0,30.0,20.0,1.0,1.0,2.0,6.17,5.0,5.67,5.33,6.0,5.33,4.0,2.8,2.8,3.0,3.22,4.8,2.4,4.8,2.75,1.7
32.0,2.0,7.0,9.0,20.0,1.0,1.0,1.0,6.5,4.33,6.0,6.67,7.0,6.33,5.0,4.0,4.2,4.8,5.33,1.4,0.0,6.8,4.75,1.7
35.0,2.0,3.0,15.0,40.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,3.0,3.8,4.4,5.56,2.6,1.4,3.2,2.0,1.7
52.0,2.0,3.0,25.0,20.0,1.0,1.0,1.0,6.67,7.0,6.67,6.33,6.0,5.67,4.6,2.8,3.8,4.0,5.56,3.4,0.0,6.0,4.0,1.7
33.0,1.0,7.0,9.0,40.0,2.0,1.0,1.0,7.0,6.67,6.33,7.0,7.0,4.0,4.2,3.0,2.5,3.2,4.0,4.8,0.0,3.0,1.75,1.7
53.0,2.0,4.0,27.0,40.0,2.0,1.0,1.0,6.58,4.67,5.33,5.5,6.0,6.33,4.8,3.0,4.0,4.6,6.0,3.0,0.8,5.8,4.25,1.7
56.0,2.0,4.0,10.0,20.0,1.0,2.0,2.0,7.0,7.0,7.0,6.17,5.5,5.0,4.0,2.4,4.2,4.4,5.89,3.6,5.6,2.2,1.0,1.7
44.0,3.0,10.0,11.0,20.0,1.0,1.0,1.0,6.0,5.67,5.0,5.17,6.0,5.67,4.0,2.8,2.8,3.0,5.0,4.6,0.4,5.8,3.25,1.7
46.0,2.0,14.0,21.5,20.0,1.0,1.0,1.0,5.5,6.0,3.0,4.0,6.0,4.33,3.75,3.2,2.2,3.8,4.11,5.6,2.0,2.4,2.25,1.7
48.0,2.0,10.0,23.0,20.0,2.0,1.0,1.0,6.42,4.67,5.0,6.0,5.5,6.0,3.2,2.8,3.2,3.4,5.56,2.0,0.2,5.2,4.0,1.7
44.0,2.0,12.0,15.0,20.0,1.0,1.0,1.0,6.92,6.67,6.33,7.0,7.0,7.0,4.2,3.0,3.4,3.0,4.78,5.0,1.2,6.0,2.25,1.7
42.0,1.0,3.0,17.0,16.0,1.0,1.0,1.0,7.0,6.67,6.0,5.17,6.0,5.0,4.0,2.0,2.8,3.2,5.0,2.6,1.0,5.0,3.5,1.7
44.0,3.0,11.0,18.6,20.0,1.0,1.0,1.0,6.83,5.67,5.0,5.33,5.5,5.0,3.6,3.2,3.2,3.0,4.67,4.6,1.0,5.6,3.25,1.7
50.0,2.0,11.0,24.0,40.0,2.0,1.0,1.0,6.33,6.67,5.67,6.33,6.0,6.0,3.4,2.8,3.4,3.6,4.78,3.8,3.5,4.8,3.75,1.7
58.0,2.0,5.0,11.0,40.0,2.0,1.0,2.0,7.0,7.0,7.0,6.5,7.0,6.33,4.6,3.2,4.4,4.6,5.33,4.8,0.8,3.8,2.75,1.7
