,Idade,Formação,Tempo_Escola,Tempo_profissão,Hrs_semanais,Numero_professores,Supervisiona,Licença_2semanas,Licença_ano,trab1,trab2,trab3,trab4,trab5,trab6,trab7,trab8,trab9,trab10,trab11,trab12,trab13,trab14,trab15,trab16,trab17,trab18,trab19,trab20,trab21,trab22,trab23,trab24,trab25,trab26,trab27,trab28,trab29,trab30,trab31,trab32,atitrab1,atitrab2,atitrab3,atitrab4,atitrab5,atitrab6,atitrab7,atitrab8,atitrab9,atitrab10,atitrab11,atitrab12,atitrab13,atitrab14,atitrab15,atitrab16,atitrab17,atitrab18,atitrab19,atitrab20,be1,be2,be3,be4,be5,be6,be7,be8,be9,be10,be11,be12,be13,be14,be15,be16,be17,be18,be19,bes1,bes2,bes3,bes4,bes5,saude1,saude2,saude3,saude4,MPS,IPPS,IOPS,ISP,CAFC,VSP,ARE,DED,ARS,AED,Engagement,Exaustao,Cinismo,SCV,Saude,Indiv,Populacao,PIB,IDHM,PIBPer,INVperc,Turma,Alunos,Professores,Investimento,TAMesc
2019,32.0,8.0,3.0,10.0,12.0,120.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,7.0,7.0,6.0,6.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,4.0,4.0,7.0,6.0,5.67,7.0,7.0,6.0,4.6,4.0,4.8,4.8,5.78,1.6,0.0,5.8,4.0,465.0,203275.0,39737.72999999999,0.7760000000000005,0.1999999999999999,2928.1799999999967,20.0,505.0,81.0,595226766.0699998,5.839999999999999
2020,35.0,2.0,1.0,1.0,4.0,120.0,1.0,1.0,1.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,4.0,3.0,5.0,5.0,6.0,5.0,4.0,5.0,4.0,5.0,4.0,2.0,3.0,1.0,6.0,3.0,5.0,4.0,6.0,3.0,4.0,1.0,2.0,2.0,5.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,5.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,5.0,5.0,1.0,4.0,5.0,3.0,1.0,0.0,2.0,5.0,1.0,5.0,5.0,6.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,6.08,4.0,5.33,4.5,4.5,5.0,3.0,3.6,2.4,2.4,3.56,2.8,2.6,5.2,3.25,465.0,203275.0,39737.72999999999,0.7760000000000005,0.1999999999999999,2928.1799999999967,20.0,505.0,81.0,595226766.0699998,5.839999999999999
2021,32.0,4.0,1.0,10.0,10.0,120.0,1.0,1.0,1.0,7.0,5.0,7.0,7.0,7.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,0.0,2.0,5.0,3.0,3.0,3.0,2.0,3.0,6.0,5.0,5.0,3.0,3.0,5.0,6.08,4.33,4.0,4.5,5.0,5.0,3.4,2.6,3.2,3.2,4.89,4.2,2.6,3.8,4.0,465.0,203275.0,39737.72999999999,0.7760000000000005,0.1999999999999999,2928.1799999999967,20.0,505.0,81.0,595226766.0699998,5.839999999999999
2022,35.0,2.0,8.0,10.0,8.0,120.0,2.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,5.0,7.0,5.0,5.0,5.0,7.0,7.0,6.0,5.0,7.0,7.0,1.0,1.0,1.0,7.0,6.0,6.0,6.0,6.0,4.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,5.0,1.0,2.0,3.0,4.0,1.0,2.0,5.0,3.0,1.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,2.0,5.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,5.0,7.0,6.0,4.0,2.0,2.0,4.0,6.92,6.0,5.0,6.5,6.5,6.0,4.0,1.0,2.4,2.6,4.67,3.8,0.2,5.6,3.0,465.0,203275.0,39737.72999999999,0.7760000000000005,0.1999999999999999,2928.1799999999967,20.0,505.0,81.0,595226766.0699998,5.839999999999999
2023,27.0,1.0,2.0,5.0,6.0,120.0,1.0,1.0,1.0,6.0,6.0,5.0,5.0,2.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,2.0,1.0,2.0,2.0,5.0,1.0,3.0,4.0,5.0,1.0,1.0,4.0,1.0,3.0,3.0,2.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,3.0,5.0,2.0,6.0,4.0,0.0,1.0,0.0,6.0,1.0,4.0,6.0,6.0,5.0,4.0,5.0,4.0,5.0,5.0,4.25,4.0,3.0,2.5,4.0,4.0,3.0,3.4,1.8,2.4,4.44,4.0,1.6,5.0,4.75,465.0,203275.0,39737.72999999999,0.7760000000000005,0.1999999999999999,2928.1799999999967,20.0,505.0,81.0,595226766.0699998,5.839999999999999
2024,36.0,3.0,17.0,17.0,30.0,120.0,2.0,1.0,1.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,1.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,5.0,5.0,6.0,6.0,6.0,4.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0,1.0,4.0,4.0,4.0,1.0,3.0,5.0,4.0,2.0,3.0,4.0,5.0,5.0,0.0,5.0,5.0,6.0,5.0,6.0,5.0,3.0,5.0,3.0,3.0,3.0,0.0,1.0,3.0,1.0,0.0,6.0,5.0,6.0,6.0,6.0,4.0,3.0,4.0,4.0,6.0,4.33,5.33,6.0,5.0,6.0,4.4,2.0,3.4,4.6,4.67,3.4,1.0,5.8,3.75,465.0,203275.0,39737.72999999999,0.7760000000000005,0.1999999999999999,2928.1799999999967,20.0,505.0,81.0,595226766.0699998,5.839999999999999
2025,32.0,4.0,1.0,7.0,20.0,120.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,5.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,7.0,7.0,6.0,5.0,6.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,4.0,5.0,4.0,2.0,5.0,4.0,4.0,5.0,4.0,3.0,1.0,4.0,4.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,3.0,5.0,3.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,7.0,4.0,3.0,7.0,7.0,5.0,3.0,5.0,5.0,7.0,6.33,5.0,7.0,7.0,5.67,4.4,2.2,4.2,4.4,5.78,2.4,0.8,5.6,4.5,465.0,203275.0,39737.72999999999,0.7760000000000005,0.1999999999999999,2928.1799999999967,20.0,505.0,81.0,595226766.0699998,5.839999999999999
2026,38.0,3.0,3.0,3.0,4.0,120.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,1.0,1.0,1.0,6.0,7.0,7.0,5.0,7.0,4.0,2.0,1.0,2.0,4.0,3.0,1.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,2.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0,3.0,6.0,6.0,6.0,1.0,5.0,4.0,5.0,1.0,0.0,0.0,6.0,0.0,0.0,5.0,4.0,6.0,5.0,6.0,4.0,3.0,4.0,4.0,7.0,6.33,7.0,6.5,6.5,6.33,4.2,2.8,2.6,3.4,5.22,3.2,1.2,5.2,3.75,465.0,203275.0,39737.72999999999,0.7760000000000005,0.1999999999999999,2928.1799999999967,20.0,505.0,81.0,595226766.0699998,5.839999999999999
2027,33.0,2.0,2.0,7.0,4.0,120.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,5.0,6.0,4.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,7.0,7.0,4.0,5.0,6.0,4.0,2.0,4.0,2.0,4.0,3.0,5.0,2.0,5.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,3.0,3.0,6.0,6.0,1.0,5.0,5.0,4.0,3.0,0.0,0.0,3.0,0.0,0.0,6.0,6.0,7.0,7.0,5.0,3.0,3.0,4.0,2.0,6.83,5.0,6.67,7.0,7.0,5.0,4.0,2.4,4.0,3.0,4.78,3.6,0.6,6.2,3.0,465.0,203275.0,39737.72999999999,0.7760000000000005,0.1999999999999999,2928.1799999999967,20.0,505.0,81.0,595226766.0699998,5.839999999999999
2028,44.0,7.0,8.0,18.0,50.0,120.0,1.0,1.0,1.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,6.0,6.0,3.0,3.0,3.0,3.0,3.0,6.75,6.0,5.33,6.17,6.0,6.0,4.4,4.2,4.2,4.4,4.44,3.2,0.0,5.0,3.0,465.0,203275.0,39737.72999999999,0.7760000000000005,0.1999999999999999,2928.1799999999967,20.0,505.0,81.0,595226766.0699998,5.839999999999999
2029,30.0,2.0,4.0,10.0,20.0,120.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,6.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,5.0,5.0,3.0,2.0,3.0,2.0,6.33,5.33,5.0,4.83,5.0,5.0,3.0,2.2,3.0,2.4,4.78,0.6,0.0,4.8,2.5,465.0,203275.0,39737.72999999999,0.7760000000000005,0.1999999999999999,2928.1799999999967,20.0,505.0,81.0,595226766.0699998,5.839999999999999
2030,51.0,1.0,27.0,27.0,25.0,120.0,1.0,1.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,3.0,6.0,3.0,7.0,7.0,7.0,7.0,7.0,6.0,1.0,1.0,1.0,6.0,6.0,5.0,5.0,7.0,4.0,4.0,3.0,5.0,4.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,5.0,1.0,3.0,1.0,5.0,0.0,0.0,2.0,2.0,3.0,3.0,6.0,3.0,5.0,6.0,5.0,5.0,5.0,1.0,1.0,6.0,0.0,0.0,6.0,2.0,4.0,5.0,6.0,1.0,2.0,2.0,2.0,7.0,6.67,4.0,6.83,6.0,5.67,4.0,2.6,1.8,2.2,2.67,5.2,1.6,4.6,1.75,465.0,203275.0,39737.72999999999,0.7760000000000005,0.1999999999999999,2928.1799999999967,20.0,505.0,81.0,595226766.0699998,5.839999999999999
2031,55.0,3.0,20.0,20.0,12.0,120.0,2.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,6.0,5.0,6.0,7.0,7.0,4.0,2.0,4.0,5.0,4.0,2.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,5.0,3.0,5.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,6.33,5.5,6.67,4.2,2.25,4.4,3.6,6.0,1.0,0.0,6.0,4.0,465.0,203275.0,39737.72999999999,0.7760000000000005,0.1999999999999999,2928.1799999999967,20.0,505.0,81.0,595226766.0699998,5.839999999999999
2032,47.0,2.0,4.0,32.0,4.0,120.0,1.0,1.0,1.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,7.0,7.0,6.0,6.0,6.0,5.0,1.0,5.0,5.0,5.0,2.0,2.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,6.0,7.0,7.0,7.0,4.0,5.0,5.0,5.0,6.83,7.0,6.33,7.0,7.0,6.0,4.4,2.6,4.2,5.0,5.33,0.2,0.2,6.8,4.75,465.0,203275.0,39737.72999999999,0.7760000000000005,0.1999999999999999,2928.1799999999967,20.0,505.0,81.0,595226766.0699998,5.839999999999999
2033,51.0,2.0,5.0,8.0,8.0,120.0,1.0,1.0,1.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,5.0,6.0,4.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,2.0,6.0,6.0,6.0,6.0,5.0,4.0,3.0,2.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,0.0,0.0,3.0,3.0,2.0,6.0,6.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,6.25,5.0,5.33,6.0,6.0,5.67,4.0,3.2,2.8,4.0,4.33,4.4,1.6,4.8,4.0,465.0,203275.0,39737.72999999999,0.7760000000000005,0.1999999999999999,2928.1799999999967,20.0,505.0,81.0,595226766.0699998,5.839999999999999
2034,38.0,4.0,2.0,7.0,10.0,120.0,2.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,5.0,3.0,3.0,5.0,5.0,3.0,1.0,3.0,5.0,1.0,2.0,4.0,5.0,2.0,2.0,5.0,5.0,3.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,6.17,5.67,5.67,6.67,6.0,6.0,5.0,2.4,2.6,4.4,5.89,1.2,0.0,6.2,5.0,465.0,203275.0,39737.72999999999,0.7760000000000005,0.1999999999999999,2928.1799999999967,20.0,505.0,81.0,595226766.0699998,5.839999999999999
2035,34.0,2.0,7.0,9.0,7.0,120.0,1.0,1.0,1.0,7.0,1.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,6.0,6.0,6.0,5.0,6.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.8,2.0,3.0,2.0,3.0,4.0,3.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,3.0,2.0,1.0,0.0,0.0,3.0,3.0,0.0,5.0,5.0,6.0,6.0,5.0,4.0,4.0,4.0,3.0,5.83,5.67,6.0,5.33,6.0,5.67,3.6,3.25,3.2,3.4,4.44,2.8,1.2,5.4,3.75,465.0,203275.0,39737.72999999999,0.7760000000000005,0.1999999999999999,2928.1799999999967,20.0,505.0,81.0,595226766.0699998,5.839999999999999
2036,47.0,2.0,15.0,15.0,8.0,120.0,2.0,1.0,1.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.58,6.67,6.67,6.33,6.0,6.0,4.4,3.2,4.6,4.2,5.67,5.2,0.0,6.0,5.0,465.0,203275.0,39737.72999999999,0.7760000000000005,0.1999999999999999,2928.1799999999967,20.0,505.0,81.0,595226766.0699998,5.839999999999999
2037,32.0,2.0,4.0,8.0,6.0,120.0,1.0,1.0,1.0,6.0,6.1,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,4.0,3.0,1.0,0.0,1.0,1.0,0.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,5.91,5.0,6.0,5.67,5.0,5.0,3.8,2.8,2.6,2.8,3.78,2.4,0.6,4.8,3.25,465.0,203275.0,39737.72999999999,0.7760000000000005,0.1999999999999999,2928.1799999999967,20.0,505.0,81.0,595226766.0699998,5.839999999999999
2038,33.0,6.0,2.0,10.0,4.0,120.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,5.0,4.0,5.0,7.0,7.0,6.0,6.0,6.0,6.0,2.0,1.6,1.0,6.0,6.0,5.0,5.0,5.0,5.0,1.0,2.0,2.0,5.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,3.0,0.0,2.6,3.0,0.0,3.0,0.0,0.0,6.0,5.0,5.0,5.0,5.0,3.0,2.0,3.0,3.0,6.83,6.0,4.67,6.33,6.0,5.0,3.8,2.4,2.8,3.0,5.78,3.5,1.2,5.2,2.75,465.0,203275.0,39737.72999999999,0.7760000000000005,0.1999999999999999,2928.1799999999967,20.0,505.0,81.0,595226766.0699998,5.839999999999999
2039,43.0,2.0,15.0,15.0,6.0,120.0,1.0,1.0,2.0,6.0,6.0,6.0,7.0,7.0,7.0,3.0,7.0,6.0,5.0,4.0,4.0,5.0,6.0,6.0,3.0,3.0,4.0,5.0,4.0,5.0,3.0,5.0,3.0,2.0,2.0,2.0,5.6,5.0,4.0,4.0,6.0,3.0,4.0,3.0,3.8,3.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,5.0,4.0,2.0,3.0,5.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,5.0,4.0,1.0,5.0,2.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,6.0,5.0,6.0,3.0,4.0,2.0,2.0,3.0,2.0,5.67,5.67,3.33,4.17,5.0,4.67,3.2,3.2,3.8,2.75,3.22,2.2,0.8,4.8,2.25,465.0,203275.0,39737.72999999999,0.7760000000000005,0.1999999999999999,2928.1799999999967,20.0,505.0,81.0,595226766.0699998,5.839999999999999
2040,36.0,2.0,6.0,8.0,8.0,120.0,1.0,1.0,1.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0,7.0,5.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,5.0,5.0,1.0,1.0,1.0,6.0,4.0,6.0,7.0,7.0,4.0,2.0,3.0,5.0,4.0,1.0,2.0,3.0,4.0,1.0,2.0,3.0,5.0,4.0,3.0,3.0,3.0,1.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,1.0,5.0,4.0,4.0,5.0,4.0,0.0,2.0,0.0,4.0,2.0,3.0,3.0,5.0,4.0,4.0,7.0,7.0,5.0,3.0,3.0,4.0,6.75,6.0,4.0,5.67,5.0,6.67,4.0,1.8,2.8,3.8,3.89,3.0,2.4,5.4,3.75,465.0,203275.0,39737.72999999999,0.7760000000000005,0.1999999999999999,2928.1799999999967,20.0,505.0,81.0,595226766.0699998,5.839999999999999
2041,38.0,8.0,8.0,10.0,20.0,120.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,6.0,6.0,2.0,2.0,1.0,7.0,6.0,5.0,5.0,6.0,4.0,2.0,1.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,2.0,3.0,3.0,3.0,2.0,1.0,0.0,4.0,1.0,0.0,6.0,5.0,6.0,6.0,4.0,5.0,4.0,4.0,3.0,6.0,5.67,3.0,5.33,6.5,5.33,3.6,2.6,2.6,3.0,5.22,2.6,1.2,5.4,4.0,465.0,203275.0,39737.72999999999,0.7760000000000005,0.1999999999999999,2928.1799999999967,20.0,505.0,81.0,595226766.0699998,5.839999999999999
2042,56.0,1.0,10.0,35.0,20.0,120.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,4.0,6.0,6.0,4.0,6.0,5.0,5.0,6.0,6.0,5.0,2.0,1.0,1.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,2.0,4.0,4.0,5.0,4.0,6.0,3.0,4.0,5.0,5.0,5.0,5.0,1.0,3.0,3.0,0.0,0.0,2.0,2.0,5.0,5.0,6.0,2.0,2.0,2.0,2.0,7.0,5.67,5.33,5.5,5.5,5.0,4.0,3.2,3.0,3.4,4.22,4.8,1.4,4.0,2.0,465.0,203275.0,39737.72999999999,0.7760000000000005,0.1999999999999999,2928.1799999999967,20.0,505.0,81.0,595226766.0699998,5.839999999999999
2043,40.0,2.0,0.5,12.0,4.0,120.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,6.0,5.0,7.0,7.0,6.0,3.0,2.0,4.0,3.0,6.0,6.0,5.0,6.0,5.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,4.0,5.0,1.0,3.0,2.0,5.0,3.0,4.0,2.0,5.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,5.0,1.0,2.0,4.0,5.0,3.0,3.0,3.0,3.0,1.0,6.0,6.0,5.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,5.0,5.0,4.0,3.0,5.0,3.0,5.0,5.0,6.5,5.33,3.0,5.33,2.5,3.33,4.6,1.4,2.8,2.4,3.89,1.0,0.2,4.2,4.5,465.0,203275.0,39737.72999999999,0.7760000000000005,0.1999999999999999,2928.1799999999967,20.0,505.0,81.0,595226766.0699998,5.839999999999999
2044,35.0,3.0,1.0,7.0,12.0,120.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,1.0,1.0,1.0,7.0,7.0,7.0,5.0,7.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,2.0,5.0,5.0,3.0,3.0,4.0,4.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,5.0,4.0,5.0,5.0,7.0,6.33,7.0,6.67,7.0,6.33,4.6,2.6,4.6,4.8,5.56,1.0,0.0,7.0,4.75,465.0,203275.0,39737.72999999999,0.7760000000000005,0.1999999999999999,2928.1799999999967,20.0,505.0,81.0,595226766.0699998,5.839999999999999
2045,36.0,2.0,0.08,4.0,4.0,120.0,1.0,1.0,1.0,7.0,6.0,7.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,7.0,5.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,7.0,2.0,1.0,2.0,3.0,2.0,6.0,6.0,6.0,4.0,5.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,3.0,5.0,2.0,3.0,4.0,2.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,5.83,5.33,5.0,6.0,2.5,6.0,3.6,3.2,2.0,3.4,3.44,4.6,2.8,3.4,3.0,465.0,203275.0,39737.72999999999,0.7760000000000005,0.1999999999999999,2928.1799999999967,20.0,505.0,81.0,595226766.0699998,5.839999999999999
