,Idx,Código,Município,Escola_resp_Quest,Idade,Formação,Tempo_Escola,Tempo_profissão,Hrs_semanais,Numero_professores,Supervisiona,Licença_2semanas,Licença_ano,trab1,trab2,trab3,trab4,trab5,trab6,trab7,trab8,trab9,trab10,trab11,trab12,trab13,trab14,trab15,trab16,trab17,trab18,trab19,trab20,trab21,trab22,trab23,trab24,trab25,trab26,trab27,trab28,trab29,trab30,trab31,trab32,atitrab1,atitrab2,atitrab3,atitrab4,atitrab5,atitrab6,atitrab7,atitrab8,atitrab9,atitrab10,atitrab11,atitrab12,atitrab13,atitrab14,atitrab15,atitrab16,atitrab17,atitrab18,atitrab19,atitrab20,be1,be2,be3,be4,be5,be6,be7,be8,be9,be10,be11,be12,be13,be14,be15,be16,be17,be18,be19,bes1,bes2,bes3,bes4,bes5,saude1,saude2,saude3,saude4,MPS,IPPS,IOPS,ISP,CAFC,VSP,ARE,DED,ARS,AED,Engagement,Exaustao,Cinismo,SCV,Saude,Escolcod,NomeEscola,Munic,Indiv,Populacao,PIB,IDHM,PIBPer,INVperc,Turma,Alunos,Professores,Investimento,TAMesc
2859,1293,LOLU816,Passo Fundo,E.M.E.I. Maria El,37.0,2.0,11.0,20.0,30.0,15.0,2.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,1.0,1.0,6.0,6.0,6.0,6.0,4.0,2.0,5.0,5.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,2.0,5.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,6.0,6.0,6.0,3.0,3.0,4.0,2.0,7.0,6.33,6.67,7.0,3.5,6.0,4.0,2.6,4.6,4.4,6.0,2.2,0.0,5.2,3.0,107.0,E.M.E.I. Maria El,9.0,648.5,203275.0,39737.73,0.7759999999999999,0.2,2928.18,12.0,199.0,11.0,595226766.0699999,1.6499999999999992
2860,1325,MACA373,Passo Fundo,E.M.E.I. Maria El,31.0,2.0,7.0,16.0,30.0,15.0,1.0,1.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,2.0,5.0,3.0,4.0,3.0,5.0,3.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,6.0,6.0,6.0,6.0,3.0,6.0,5.0,1.0,1.0,5.0,5.0,5.0,6.0,2.0,3.0,2.0,2.0,2.0,7.0,5.67,6.67,7.0,7.0,7.0,4.2,3.4,3.6,2.8,1.78,5.8,3.2,4.6,2.25,107.0,E.M.E.I. Maria El,9.0,648.5,203275.0,39737.73,0.7759999999999999,0.2,2928.18,12.0,199.0,11.0,595226766.0699999,1.6499999999999992
2861,1384,MASE087,Passo Fundo,E.M.E.I. Maria El,36.0,1.0,2.0,5.0,30.0,15.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,5.0,6.0,7.0,6.0,6.0,6.0,4.0,5.0,6.0,6.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,7.0,6.0,6.0,6.0,6.0,5.0,2.0,4.0,4.0,5.0,3.0,2.0,3.0,4.0,1.0,4.0,3.0,4.0,2.0,2.0,4.0,5.0,4.0,5.0,2.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,0.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0,6.08,5.67,6.67,7.0,6.5,6.0,4.6,2.4,3.4,3.2,5.67,1.8,0.0,5.2,4.75,107.0,E.M.E.I. Maria El,9.0,648.5,203275.0,39737.73,0.7759999999999999,0.2,2928.18,12.0,199.0,11.0,595226766.0699999,1.6499999999999992
2862,1387,MAVA284,Passo Fundo,E.M.E.I. Maria El,29.0,6.0,7.0,,30.0,15.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,1.0,1.0,1.0,7.0,7.0,5.0,6.0,6.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,6.92,6.67,6.67,6.5,7.0,5.67,4.0,3.4,4.0,3.8,5.78,0.4,0.0,4.2,3.25,107.0,E.M.E.I. Maria El,9.0,648.5,203275.0,39737.73,0.7759999999999999,0.2,2928.18,12.0,199.0,11.0,595226766.0699999,1.6499999999999992
2863,1447,OLRE631,Passo Fundo,E.M.E.I. Maria El,52.0,2.0,4.0,24.0,6.0,15.0,1.0,1.0,1.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,5.0,4.0,4.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,6.17,5.33,5.33,6.0,6.0,6.0,4.6,3.6,3.6,3.4,6.0,2.8,0.2,4.8,4.0,107.0,E.M.E.I. Maria El,9.0,648.5,203275.0,39737.73,0.7759999999999999,0.2,2928.18,12.0,199.0,11.0,595226766.0699999,1.6499999999999992
2864,3344,MAVA284,Passo Fundo,E.M.E.I. Maria El,30.0,6.0,8.0,14.0,30.0,11.0,,1.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,1.0,1.0,1.0,7.0,7.0,6.0,6.0,6.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,5.0,1.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,6.92,7.0,6.0,6.67,7.0,6.0,4.0,4.2,4.0,3.6,5.89,1.8,1.2,4.0,2.5,107.0,E.M.E.I. Maria El,9.0,648.5,203275.0,39737.73,0.7759999999999999,0.2,2928.18,12.0,199.0,11.0,595226766.0699999,1.6499999999999992
2865,3345,MAHE754,Passo Fundo,E.M.E.I. Maria El,29.0,1.0,1.0,6.0,30.0,11.0,1.0,2.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,7.0,7.0,6.0,7.0,7.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0,3.0,5.0,5.0,3.0,6.0,6.0,5.0,5.0,5.0,3.0,5.0,0.0,4.0,6.0,0.0,0.0,6.0,3.0,5.0,6.0,5.0,1.0,2.0,2.0,2.0,7.0,6.33,6.67,7.0,7.0,6.67,4.0,3.2,3.8,4.4,4.56,4.6,2.0,5.0,1.75,107.0,E.M.E.I. Maria El,9.0,648.5,203275.0,39737.73,0.7759999999999999,0.2,2928.18,12.0,199.0,11.0,595226766.0699999,1.6499999999999992
2866,3346,ILPE935,Passo Fundo,E.M.E.I. Maria El,52.0,2.0,3.0,,30.0,11.0,1.0,1.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,7.0,6.0,7.0,7.0,6.0,5.0,2.0,3.0,4.0,5.0,2.0,1.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,5.0,,2.0,4.0,4.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,3.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,4.0,3.0,6.92,6.67,5.0,7.0,6.5,6.67,4.5,2.8,2.8,4.4,5.78,2.0,0.2,6.0,3.25,107.0,E.M.E.I. Maria El,9.0,648.5,203275.0,39737.73,0.7759999999999999,0.2,2928.18,12.0,199.0,11.0,595226766.0699999,1.6499999999999992
2867,3347,ELJA206,Passo Fundo,E.M.E.I. Maria El,31.0,1.0,6.0,8.0,44.0,11.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,1.0,1.0,1.0,7.0,6.0,7.0,7.0,7.0,5.0,2.0,5.0,4.0,5.0,2.0,3.0,3.0,4.0,5.0,3.0,4.0,5.0,5.0,3.0,5.0,3.0,4.0,2.0,3.0,5.0,6.0,5.0,6.0,6.0,4.0,6.0,6.0,6.0,5.0,5.0,3.0,3.0,3.0,0.0,0.0,6.0,0.0,0.0,7.0,6.0,6.0,6.0,6.0,1.0,2.0,2.0,2.0,7.0,7.0,7.0,6.83,6.5,7.0,4.4,3.6,3.2,3.8,5.56,3.8,1.2,6.2,1.75,107.0,E.M.E.I. Maria El,9.0,648.5,203275.0,39737.73,0.7759999999999999,0.2,2928.18,12.0,199.0,11.0,595226766.0699999,1.6499999999999992
2868,3348,INNI049,Passo Fundo,E.M.E.I. Maria El,50.0,3.0,12.0,12.0,50.0,11.0,1.0,1.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,4.0,5.0,2.0,3.0,2.0,3.0,3.0,6.83,7.0,4.33,5.0,3.5,5.0,3.2,3.0,3.6,3.6,5.44,5.8,1.0,3.0,2.75,107.0,E.M.E.I. Maria El,9.0,648.5,203275.0,39737.73,0.7759999999999999,0.2,2928.18,12.0,199.0,11.0,595226766.0699999,1.6499999999999992
2869,3349,EVJO421,Passo Fundo,E.M.E.I. Maria El,40.0,2.0,6.0,20.0,30.0,,1.0,1.0,2.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,,7.0,7.0,7.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,6.0,5.0,6.0,6.0,6.0,5.0,1.0,4.0,3.0,5.0,2.0,2.0,2.0,5.0,4.0,2.0,5.0,4.0,3.0,2.0,,3.0,2.0,5.0,4.0,5.0,5.0,5.0,3.0,1.0,3.0,3.0,6.0,5.0,6.0,6.0,5.0,3.0,3.0,2.0,1.0,5.0,0.0,0.0,5.0,5.0,3.0,5.0,3.0,2.0,2.0,3.0,2.0,6.33,6.0,6.0,6.33,5.5,6.0,4.4,2.4,3.0,3.5,4.0,4.6,1.6,4.2,2.25,107.0,E.M.E.I. Maria El,9.0,648.5,203275.0,39737.73,0.7759999999999999,0.2,2928.18,12.0,199.0,11.0,595226766.0699999,1.6499999999999992
2870,3350,GEAL211,Passo Fundo,E.M.E.I. Maria El,36.0,2.0,6.0,11.0,30.0,11.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1.0,1.0,7.0,7.0,6.0,6.0,6.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0,5.0,6.0,5.0,4.0,3.0,3.0,3.0,7.0,6.33,6.67,6.5,7.0,6.0,3.4,2.2,3.4,3.6,5.67,1.4,0.2,5.6,3.25,107.0,E.M.E.I. Maria El,9.0,648.5,203275.0,39737.73,0.7759999999999999,0.2,2928.18,12.0,199.0,11.0,595226766.0699999,1.6499999999999992
2871,3351,MACA373,Passo Fundo,E.M.E.I. Maria El,33.0,2.0,8.0,17.0,30.0,11.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,1.0,6.0,7.0,7.0,7.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,,5.0,5.0,1.0,0.0,0.0,6.0,6.0,6.0,6.0,3.0,4.0,3.0,2.0,2.0,6.83,5.67,6.0,6.67,3.5,7.0,3.8,3.4,3.2,3.4,5.44,5.0,2.2,5.4,2.75,107.0,E.M.E.I. Maria El,9.0,648.5,203275.0,39737.73,0.7759999999999999,0.2,2928.18,12.0,199.0,11.0,595226766.0699999,1.6499999999999992
2872,3352,OLRE631,Passo Fundo,E.M.E.I. Maria El,53.0,2.0,8.0,28.0,30.0,11.0,2.0,1.0,1.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,1.0,2.0,1.0,6.0,6.0,5.0,6.0,6.0,5.0,2.0,4.0,5.0,3.0,4.0,3.0,5.0,1.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,,5.0,,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,5.0,6.0,6.0,5.0,4.0,4.0,4.0,3.0,6.33,5.67,6.0,6.17,6.0,5.67,3.2,3.75,4.0,4.5,5.78,0.8,0.2,5.6,3.75,107.0,E.M.E.I. Maria El,9.0,648.5,203275.0,39737.73,0.7759999999999999,0.2,2928.18,12.0,199.0,11.0,595226766.0699999,1.6499999999999992
2873,3353,ANRO797,Passo Fundo,E.M.E.I. Maria El,47.0,2.0,6.0,21.0,30.0,11.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,5.0,5.0,6.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,6.0,7.0,7.0,7.0,6.0,4.0,4.0,4.0,4.0,6.67,6.0,6.67,5.67,6.0,6.0,4.2,3.6,3.8,3.4,6.0,1.6,1.0,6.6,4.0,107.0,E.M.E.I. Maria El,9.0,648.5,203275.0,39737.73,0.7759999999999999,0.2,2928.18,12.0,199.0,11.0,595226766.0699999,1.6499999999999992
2874,3354,LOLU816,Passo Fundo,E.M.E.I. Maria El,39.0,,12.0,23.0,30.0,11.0,2.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,7.0,7.0,6.0,6.0,6.0,4.0,3.0,2.0,4.0,5.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,5.0,3.0,1.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,7.0,7.0,7.0,3.0,3.0,4.0,3.0,7.0,6.67,6.33,7.0,7.0,6.0,4.0,1.4,3.8,4.4,5.89,2.2,0.0,6.0,3.25,107.0,E.M.E.I. Maria El,9.0,648.5,203275.0,39737.73,0.7759999999999999,0.2,2928.18,12.0,199.0,11.0,595226766.0699999,1.6499999999999992
2875,3355,MASE087,Passo Fundo,E.M.E.I. Maria El,38.0,1.0,2.0,6.0,30.0,11.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,4.0,2.0,5.0,4.0,5.0,2.0,1.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,4.0,5.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,6.0,5.0,4.0,4.0,2.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,4.2,2.2,3.6,4.2,6.0,1.0,0.0,5.2,3.5,107.0,E.M.E.I. Maria El,9.0,648.5,203275.0,39737.73,0.7759999999999999,0.2,2928.18,12.0,199.0,11.0,595226766.0699999,1.6499999999999992
2876,3356,MAEV772,Passo Fundo,E.M.E.I. Maria El,26.0,2.0,6.0,8.0,44.0,11.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,7.0,6.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,6.0,5.0,6.0,7.0,7.0,5.0,2.0,5.0,5.0,5.0,2.0,2.0,4.0,5.0,1.0,3.0,3.0,4.0,3.0,1.0,5.0,5.0,3.0,5.0,2.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,3.0,5.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,7.0,6.0,7.0,7.0,7.0,4.0,3.0,4.0,4.0,6.83,6.0,7.0,6.67,5.5,6.67,4.8,2.2,3.2,3.8,5.44,2.8,0.2,6.8,3.75,107.0,E.M.E.I. Maria El,9.0,648.5,203275.0,39737.73,0.7759999999999999,0.2,2928.18,12.0,199.0,11.0,595226766.0699999,1.6499999999999992
2877,3357,ENCE072,Passo Fundo,E.M.E.I. Maria El,39.0,1.0,6.0,10.0,8.0,15.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,1.0,1.0,1.0,7.0,7.0,6.0,6.0,6.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,1.0,4.0,3.0,4.0,3.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,6.0,6.0,5.0,4.0,3.0,4.0,3.0,6.83,6.33,7.0,6.67,7.0,6.0,4.4,3.0,4.4,4.4,5.89,1.0,0.0,5.6,3.5,107.0,E.M.E.I. Maria El,9.0,648.5,203275.0,39737.73,0.7759999999999999,0.2,2928.18,12.0,199.0,11.0,595226766.0699999,1.6499999999999992
2878,1043,ADDA969,Passo Fundo,E.M.E.I. Menino D,39.0,2.0,3.0,20.0,55.0,10.0,1.0,1.0,2.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,5.0,2.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,5.0,2.0,2.0,3.0,4.0,2.0,1.0,4.0,4.0,1.0,2.0,3.0,4.0,3.0,2.0,2.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,3.0,5.0,4.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,6.0,4.0,6.0,6.0,5.0,3.0,3.0,3.0,3.0,6.67,6.33,4.0,6.0,7.0,7.0,4.4,2.2,2.0,3.0,5.56,3.8,0.2,5.4,3.0,,,,,,,,,,,,,,
2879,1095,CEAV074,Passo Fundo,E.M.E.I. Menino D,32.0,1.0,0.08,5.0,30.0,10.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,1.0,3.0,4.0,4.0,1.0,3.0,4.0,4.0,1.0,3.0,4.0,4.0,1.0,2.0,3.0,3.0,1.0,3.0,4.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,7.0,4.0,5.0,4.0,4.0,4.0,7.0,6.0,7.0,6.0,7.0,7.0,3.8,1.0,2.8,3.8,5.78,0.0,0.0,5.8,4.25,,,,,,,,,,,,,,
2880,1142,ELIV715,Passo Fundo,E.M.E.I. Menino D,31.0,1.0,1.0,6.0,30.0,10.0,,1.0,1.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,5.0,1.0,5.0,5.0,5.0,1.0,4.0,5.0,4.0,1.0,3.0,5.0,5.0,2.0,2.0,3.0,3.0,2.0,5.0,4.0,6.0,6.0,6.0,5.0,6.0,4.0,6.0,6.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,6.0,5.0,4.0,4.0,5.0,6.83,7.0,6.0,6.5,6.0,6.0,4.4,1.4,3.8,4.4,5.0,2.4,0.0,6.8,4.5,,,,,,,,,,,,,,
2881,1144,ELJO123,Passo Fundo,E.M.E.I. Menino D,36.0,2.0,3.0,7.0,52.0,10.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,1.0,1.0,1.0,7.0,7.0,4.0,5.0,6.0,4.0,2.0,5.0,5.0,5.0,1.0,1.0,4.0,5.0,1.0,5.0,4.0,4.0,1.0,2.0,4.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,0.0,1.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,7.0,7.0,7.0,3.0,2.0,4.0,3.0,7.0,7.0,6.33,6.67,7.0,5.0,3.8,1.2,3.2,4.4,4.78,2.0,0.0,6.6,3.0,,,,,,,,,,,,,,
2882,1315,MAAN452,Passo Fundo,E.M.E.I. Menino D,39.0,2.0,3.0,,30.0,10.0,2.0,1.0,2.0,7.0,7.0,7.0,7.0,4.0,7.0,4.0,1.0,7.0,7.0,6.0,7.0,6.0,7.0,4.0,1.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1.0,1.0,7.0,6.0,7.0,7.0,7.0,5.0,1.0,4.0,4.0,5.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,5.0,2.0,4.0,5.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,1.0,6.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,5.92,5.67,5.0,6.5,6.5,7.0,4.2,1.8,3.2,4.0,5.22,3.4,0.0,2.0,1.0,,,,,,,,,,,,,,
2883,1321,MAAU315,Passo Fundo,E.M.E.I. Menino D,37.0,1.0,1.0,8.0,30.0,10.0,1.0,1.0,2.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,5.0,6.0,7.0,6.0,6.0,5.0,6.0,,6.0,6.0,7.0,6.0,6.0,6.0,1.0,3.0,1.0,6.0,5.0,6.0,6.0,6.0,5.0,,3.0,4.0,3.0,,3.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,2.0,5.0,3.0,,1.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0,7.0,6.0,6.0,4.0,4.0,3.0,4.0,6.5,6.33,5.5,6.17,5.5,6.0,4.0,3.0,2.8,4.25,4.56,2.75,0.2,6.2,3.75,,,,,,,,,,,,,,
2884,1404,MZAJ373,Passo Fundo,E.M.E.I. Menino D,41.0,2.0,3.0,23.0,,10.0,2.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,6.0,6.0,7.0,6.0,7.0,5.0,4.0,3.0,5.0,5.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,3.0,5.0,3.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,7.0,2.0,1.0,6.0,7.0,4.0,2.0,4.0,4.0,6.92,6.33,6.67,6.17,6.0,6.67,5.0,4.0,3.8,4.4,5.89,2.6,1.2,4.6,3.5,,,,,,,,,,,,,,
